"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9215.0,906,921.0,Mecklenburg,102319
5965.0,27,596.0,Transylvania,2051
10881.0,101,1088.0,Caldwell,8942
11033.0,401,1103.0,Gaston,24773
9166.0,79,917.0,Granville,5540
8081.0,153,808.0,Henderson,9489
10091.0,109,1009.0,Lenoir,5646
10387.0,85,1039.0,Vance,4626
9210.0,203,921.0,Johnston,19280
8557.0,234,856.0,Wayne,10536
9080.0,241,908.0,Cabarrus,19653
7988.0,79,799.0,Pasquotank,3181
11001.0,297,1100.0,Rowan,15631
11022.0,149,1102.0,Columbus,6118
5841.0,86,584.0,Chatham,4350
5984.0,142,598.0,Brunswick,8547
11998.0,224,1200.0,Robeson,15673
11574.0,112,1157.0,Stanly,7269
9188.0,104,919.0,Wilkes,6286
7581.0,30,758.0,Watauga,4259
9887.0,55,989.0,Anson,2417
6063.0,12,606.0,Gates,701
10528.0,146,1053.0,Burke,9526
11387.0,291,1139.0,Catawba,18168
10756.0,80,1076.0,Lincoln,9262
6789.0,27,679.0,Polk,1407
7669.0,6,767.0,Tyrrell,308
8545.0,19,854.0,Warren,1686
6753.0,12,675.0,Graham,570
5364.0,8,536.0,Dare,1985
5248.0,15,525.0,Currituck,1457
6990.0,9,699.0,Perquimans,941
,0,,Missing,5
7209.0,684,721.0,Wake,80144
7946.0,611,795.0,Guilford,42686
6271.0,301,627.0,Buncombe,16378
9118.0,178,912.0,Davidson,15282
11610.0,99,1161.0,Sampson,7376
7177.0,213,718.0,Durham,23072
8674.0,119,867.0,Craven,8860
9854.0,214,985.0,Randolph,14157
5428.0,100,543.0,Orange,8059
10993.0,63,1099.0,McDowell,5030
8574.0,47,857.0,Franklin,5975
10252.0,80,1025.0,Scotland,3570
10357.0,204,1036.0,Rutherford,6942
9998.0,22,1000.0,Chowan,1394
7737.0,139,774.0,Onslow,15315
9554.0,37,955.0,Martin,2144
10143.0,128,1014.0,Duplin,5958
9715.0,92,971.0,Richmond,4355
11773.0,90,1177.0,Montgomery,3199
8714.0,16,871.0,Mitchell,1304
8951.0,43,895.0,Bertie,1696
8124.0,67,812.0,Person,3208
8447.0,63,845.0,Hertford,2000
8813.0,36,881.0,Davie,3776
11033.0,82,1103.0,Alexander,4137
7519.0,29,752.0,Macon,2696
6665.0,40,667.0,Madison,1450
8212.0,11,821.0,Pamlico,1045
9270.0,207,927.0,Union,22236
8709.0,360,871.0,Forsyth,33293
9559.0,203,956.0,Iredell,17379
10044.0,86,1004.0,Pitt,18153
7690.0,162,769.0,Harnett,10457
9478.0,89,948.0,Beaufort,4454
6732.0,45,673.0,Carteret,4677
11136.0,174,1114.0,Nash,10501
8292.0,181,829.0,Moore,8365
11077.0,219,1108.0,Cleveland,10850
9899.0,240,990.0,Alamance,16779
12741.0,8,1274.0,Hyde,629
7916.0,55,792.0,Jackson,3478
9480.0,41,948.0,Bladen,3102
7946.0,69,795.0,Pender,5011
7857.0,20,786.0,Cherokee,2248
10078.0,47,1008.0,Yadkin,3796
8791.0,31,879.0,Washington,1018
5696.0,5,570.0,Camden,619
6443.0,91,644.0,Haywood,4015
10358.0,103,1036.0,Halifax,5180
9141.0,38,914.0,Northampton,1781
7451.0,161,745.0,New Hanover,17471
9733.0,102,973.0,Edgecombe,5010
7670.0,292,767.0,Cumberland,25735
9168.0,73,917.0,Lee,5664
10994.0,158,1099.0,Wilson,8993
7198.0,40,720.0,Ashe,1958
8440.0,5,844.0,Alleghany,940
7867.0,55,787.0,Hoke,4345
8340.0,27,834.0,Yancey,1507
7784.0,78,778.0,Rockingham,7084
10646.0,155,1065.0,Surry,7642
8267.0,78,827.0,Stokes,3769
10371.0,42,1037.0,Greene,2185
9113.0,25,911.0,Caswell,2060
8271.0,16,827.0,Jones,779
8325.0,16,832.0,Swain,1188
11329.0,20,1133.0,Avery,1989
6081.0,18,608.0,Clay,683
