Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,6195,"6,195",,Female,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,526104,"526,104",,Female,,Cases
Gender,,21,21,,Missing,,Deaths
Gender,,,,,Missing,,Percent of Cases
Gender,,,,,Missing,,Percent of Deaths
Gender,,3896,"3,896",,Missing,,Cases
Gender,,6722,"6,722",,Male,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,463547,"463,547",,Male,,Cases
Ethnicity,,80%,80%,,,Non-Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,10053,"10,053",,,Non-Hispanic,Deaths
Ethnicity,,531992,"531,992",,,Non-Hispanic,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,1980,"1,980",,,Missing,Deaths
Ethnicity,,329417,"329,417",,,Missing,Cases
Ethnicity,,20%,20%,,,Hispanic,Percent of Cases
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,905,905,,,Hispanic,Deaths
Ethnicity,,132138,"132,138",,,Hispanic,Cases
Age Group,,1805,"1,805",50-64,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,14%,14%,50-64,,,Percent of Deaths
Age Group,,199590,"199,590",50-64,,,Cases
Age Group,,1,1,Missing,,,Deaths
Age Group,,,,Missing,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,79,79,Missing,,,Cases
Age Group,,475,475,25-49,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,4%,4%,25-49,,,Percent of Deaths
Age Group,,391043,"391,043",25-49,,,Cases
Age Group,,7594,"7,594",75+,,,Deaths
Age Group,,6%,6%,75+,,,Percent of Cases
Age Group,,59%,59%,75+,,,Percent of Deaths
Age Group,,61633,"61,633",75+,,,Cases
Age Group,,3042,"3,042",65-74,,,Deaths
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,24%,24%,65-74,,,Percent of Deaths
Age Group,,77530,"77,530",65-74,,,Cases
Age Group,,3,3,0-17,,,Deaths
Age Group,,13%,13%,0-17,,,Percent of Cases
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,124983,"124,983",0-17,,,Cases
Age Group,,18,18,18-24,,,Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,138689,"138,689",18-24,,,Cases
Race,Missing,798,798,,,,Deaths
Race,Missing,,,,,,Percent of Cases
Race,Missing,,,,,,Percent of Deaths
Race,Missing,167637,"167,637",,,,Cases
Race,Black or African American,3022,"3,022",,,,Deaths
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Black or African American,177378,"177,378",,,,Cases
Race,Asian or Pacific Islander,131,131,,,,Deaths
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,16002,"16,002",,,,Cases
Race,American Indian Alaskan Native,146,146,,,,Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Cases
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,12305,"12,305",,,,Cases
Race,White,8036,"8,036",,,,Deaths
Race,White,61%,61%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,White,505236,"505,236",,,,Cases
Race,Other,805,805,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Other,114989,"114,989",,,,Cases
