Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
171,1168.0,11680.0,Wilson,9554
44,1085.0,10855.0,Greene,2287
299,832.0,8318.0,Cumberland,27907
5,908.0,9078.0,Alleghany,1011
158,1127.0,11270.0,Surry,8090
111,1061.0,10612.0,Edgecombe,5462
58,956.0,9562.0,Northampton,1863
95,691.0,6905.0,Haywood,4303
164,804.0,8038.0,New Hanover,18846
18,646.0,6464.0,Clay,726
55,832.0,8317.0,Hoke,4594
109,1104.0,11038.0,Halifax,5520
27,949.0,9485.0,Caswell,2144
106,813.0,8129.0,Rockingham,7398
76,956.0,9558.0,Lee,5905
80,870.0,8701.0,Stokes,3967
41,765.0,7650.0,Ashe,2081
19,870.0,8695.0,Jones,819
18,846.0,8458.0,Swain,1207
20,1193.0,11933.0,Avery,2095
28,879.0,8789.0,Yancey,1588
215,1000.0,9995.0,Union,23975
20,874.0,8738.0,Cherokee,2500
51,730.0,7299.0,Carteret,5071
264,1050.0,10497.0,Alamance,17794
47,1046.0,10457.0,Yadkin,3939
206,1012.0,10125.0,Iredell,18407
187,869.0,8692.0,Moore,8768
31,910.0,9102.0,Washington,1054
374,922.0,9224.0,Forsyth,35263
169,833.0,8328.0,Harnett,11324
95,963.0,9631.0,Beaufort,4526
86,1066.0,10661.0,Pitt,19269
181,1200.0,11996.0,Nash,11312
223,1155.0,11554.0,Cleveland,11317
41,987.0,9871.0,Bladen,3230
69,842.0,8417.0,Pender,5308
55,815.0,8146.0,Jackson,3579
5,600.0,6000.0,Camden,652
8,1347.0,13470.0,Hyde,665
108,1232.0,12320.0,Sampson,7827
185,966.0,9662.0,Davidson,16195
721,773.0,7727.0,Wake,85911
693,865.0,8649.0,Guilford,46460
43,923.0,9231.0,Bertie,1749
218,771.0,7706.0,Durham,24774
101,571.0,5713.0,Orange,8483
93,1213.0,12126.0,Montgomery,3295
16,939.0,9389.0,Mitchell,1405
49,957.0,9569.0,Franklin,6668
84,1069.0,10694.0,Scotland,3724
224,1033.0,10332.0,Randolph,14844
83,1160.0,11604.0,Alexander,4351
123,899.0,8994.0,Craven,9186
142,838.0,8380.0,Onslow,16588
36,852.0,8520.0,Macon,3055
313,667.0,6673.0,Buncombe,17429
63,1135.0,11347.0,McDowell,5192
206,1077.0,10765.0,Rutherford,7216
37,936.0,9361.0,Davie,4011
67,840.0,8402.0,Person,3318
92,1026.0,10261.0,Richmond,4600
132,1056.0,10562.0,Duplin,6204
13,876.0,8762.0,Pamlico,1115
63,878.0,8781.0,Hertford,2079
41,711.0,7106.0,Madison,1546
39,994.0,9942.0,Martin,2231
22,1041.0,10407.0,Chowan,1451
940,990.0,9902.0,Mecklenburg,109948
420,1166.0,11659.0,Gaston,26177
297,1201.0,12006.0,Catawba,19156
251,992.0,9915.0,Cabarrus,21462
300,1167.0,11673.0,Rowan,16586
104,1124.0,11237.0,Caldwell,9234
87,617.0,6169.0,Chatham,4594
158,855.0,8548.0,Henderson,10037
31,805.0,8055.0,Watauga,4525
80,972.0,9725.0,Granville,5878
152,631.0,6310.0,Brunswick,9012
211,1007.0,10067.0,Johnston,21075
112,1050.0,10497.0,Lenoir,5873
86,1097.0,10971.0,Vance,4886
80,830.0,8299.0,Pasquotank,3305
243,892.0,8925.0,Wayne,10989
85,1144.0,11441.0,Lincoln,9852
153,1089.0,10892.0,Burke,9856
150,1132.0,11323.0,Columbus,6285
131,1226.0,12262.0,Stanly,7701
10,563.0,5626.0,Dare,2082
55,1034.0,10337.0,Anson,2527
13,631.0,6305.0,Gates,729
230,1244.0,12436.0,Robeson,16245
20,901.0,9006.0,Warren,1777
111,957.0,9574.0,Wilkes,6550
10,734.0,7339.0,Perquimans,988
29,703.0,7030.0,Polk,1457
32,674.0,6738.0,Transylvania,2317
16,548.0,5482.0,Currituck,1522
12,688.0,6883.0,Graham,581
6,792.0,7918.0,Tyrrell,318
0,,,Missing,1
