Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
256,1010.0,10096.0,Cabarrus,21853
159,866.0,8655.0,Henderson,10163
301,1185.0,11848.0,Rowan,16834
303,1215.0,12153.0,Catawba,19390
951,1006.0,10062.0,Mecklenburg,111720
132,1243.0,12426.0,Stanly,7804
220,1028.0,10276.0,Johnston,21512
88,624.0,6237.0,Chatham,4645
153,1103.0,11025.0,Burke,9976
32,690.0,6901.0,Transylvania,2373
426,1180.0,11803.0,Gaston,26501
82,982.0,9822.0,Granville,5937
29,711.0,7113.0,Polk,1474
151,1139.0,11386.0,Columbus,6320
245,907.0,9069.0,Wayne,11167
152,639.0,6389.0,Brunswick,9125
85,1166.0,11663.0,Lincoln,10043
80,845.0,8455.0,Pasquotank,3367
114,1069.0,10690.0,Lenoir,5981
234,1257.0,12572.0,Robeson,16422
86,1108.0,11079.0,Vance,4934
112,971.0,9713.0,Wilkes,6645
20,908.0,9077.0,Warren,1791
13,636.0,6357.0,Gates,735
55,1055.0,10546.0,Anson,2578
31,821.0,8206.0,Watauga,4610
104,1135.0,11350.0,Caldwell,9327
6,794.0,7943.0,Tyrrell,319
10,571.0,5712.0,Dare,2114
11,754.0,7539.0,Perquimans,1015
12,698.0,6978.0,Graham,589
16,556.0,5565.0,Currituck,1545
0,,,Missing,1
220,783.0,7834.0,Durham,25185
101,575.0,5751.0,Orange,8539
720,785.0,7851.0,Wake,87280
315,677.0,6769.0,Buncombe,17679
701,879.0,8785.0,Guilford,47192
185,986.0,9856.0,Davidson,16519
49,983.0,9829.0,Franklin,6849
37,949.0,9492.0,Davie,4067
68,853.0,8531.0,Person,3369
142,858.0,8579.0,Onslow,16981
227,1044.0,10440.0,Randolph,14999
63,886.0,8861.0,Hertford,2098
43,929.0,9294.0,Bertie,1761
124,909.0,9089.0,Craven,9283
110,1246.0,12465.0,Sampson,7919
93,1221.0,12211.0,Montgomery,3318
206,1091.0,10912.0,Rutherford,7314
85,1087.0,10869.0,Scotland,3785
40,1000.0,9996.0,Martin,2243
133,1067.0,10667.0,Duplin,6266
93,1037.0,10371.0,Richmond,4649
63,1140.0,11397.0,McDowell,5215
23,1047.0,10471.0,Chowan,1460
38,877.0,8771.0,Macon,3145
84,1170.0,11700.0,Alexander,4387
16,968.0,9677.0,Mitchell,1448
41,722.0,7217.0,Madison,1570
13,877.0,8769.0,Pamlico,1116
208,1030.0,10301.0,Iredell,18728
375,935.0,9348.0,Forsyth,35738
170,851.0,8510.0,Harnett,11572
54,738.0,7377.0,Carteret,5125
276,1065.0,10652.0,Alamance,18056
87,1089.0,10887.0,Pitt,19678
217,1015.0,10151.0,Union,24347
95,978.0,9776.0,Beaufort,4594
189,1218.0,12178.0,Nash,11484
34,897.0,8972.0,Cherokee,2567
224,1169.0,11691.0,Cleveland,11451
31,926.0,9257.0,Washington,1072
56,819.0,8191.0,Jackson,3599
42,997.0,9966.0,Bladen,3261
187,880.0,8798.0,Moore,8875
48,1067.0,10667.0,Yadkin,4018
69,857.0,8574.0,Pender,5407
5,610.0,6101.0,Camden,663
9,1355.0,13551.0,Hyde,669
173,1183.0,11825.0,Wilson,9673
302,855.0,8548.0,Cumberland,28680
164,817.0,8165.0,New Hanover,19145
18,683.0,6829.0,Clay,767
59,962.0,9619.0,Northampton,1874
111,1082.0,10819.0,Edgecombe,5569
55,845.0,8446.0,Hoke,4665
108,832.0,8317.0,Rockingham,7569
111,1115.0,11150.0,Halifax,5576
27,960.0,9604.0,Caswell,2171
78,970.0,9702.0,Lee,5994
160,1141.0,11408.0,Surry,8189
96,701.0,7009.0,Haywood,4368
26,894.0,8939.0,Jones,842
79,892.0,8916.0,Stokes,4065
18,852.0,8521.0,Swain,1216
41,780.0,7797.0,Ashe,2121
44,1104.0,11045.0,Greene,2327
20,1209.0,12092.0,Avery,2123
28,896.0,8960.0,Yancey,1619
5,940.0,9401.0,Alleghany,1047
