Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
304,1226.0,12255.0,Catawba,19553
962,1015.0,10146.0,Mecklenburg,112658
306,1193.0,11926.0,Rowan,16945
160,872.0,8720.0,Henderson,10239
221,1043.0,10428.0,Johnston,21829
431,1189.0,11893.0,Gaston,26703
81,989.0,9890.0,Granville,5978
88,629.0,6287.0,Chatham,4682
153,644.0,6435.0,Brunswick,9191
87,1114.0,11144.0,Vance,4963
259,1017.0,10171.0,Cabarrus,22015
134,1252.0,12524.0,Stanly,7866
110,1143.0,11430.0,Caldwell,9393
151,1145.0,11451.0,Columbus,6356
245,915.0,9146.0,Wayne,11261
55,1060.0,10599.0,Anson,2591
33,696.0,6962.0,Transylvania,2394
153,1108.0,11078.0,Burke,10024
10,574.0,5742.0,Dare,2125
240,1268.0,12680.0,Robeson,16563
31,833.0,8331.0,Watauga,4680
117,1090.0,10903.0,Lenoir,6100
83,852.0,8517.0,Pasquotank,3392
85,1179.0,11792.0,Lincoln,10154
113,982.0,9823.0,Wilkes,6720
12,759.0,7591.0,Perquimans,1022
13,643.0,6426.0,Gates,743
16,563.0,5633.0,Currituck,1564
29,717.0,7166.0,Polk,1485
20,909.0,9092.0,Warren,1794
12,708.0,7084.0,Graham,598
6,797.0,7968.0,Tyrrell,320
0,,,Missing,1
173,863.0,8629.0,Harnett,11734
220,1024.0,10238.0,Union,24557
34,909.0,9094.0,Cherokee,2602
377,944.0,9435.0,Forsyth,36071
217,1041.0,10414.0,Iredell,18933
93,1104.0,11038.0,Pitt,19951
188,885.0,8846.0,Moore,8924
53,740.0,7399.0,Carteret,5140
226,1176.0,11757.0,Cleveland,11516
191,1228.0,12278.0,Nash,11578
31,937.0,9370.0,Washington,1085
287,1087.0,10871.0,Alamance,18428
69,869.0,8692.0,Pender,5481
42,1006.0,10061.0,Bladen,3292
5,617.0,6165.0,Camden,670
50,1081.0,10805.0,Yadkin,4070
95,988.0,9878.0,Beaufort,4642
56,821.0,8212.0,Jackson,3608
9,1353.0,13530.0,Hyde,668
167,823.0,8230.0,New Hanover,19298
304,871.0,8715.0,Cumberland,29238
162,1154.0,11542.0,Surry,8285
44,1116.0,11163.0,Greene,2352
5,954.0,9536.0,Alleghany,1062
59,968.0,9675.0,Northampton,1885
177,1188.0,11881.0,Wilson,9719
41,786.0,7863.0,Ashe,2139
80,903.0,9028.0,Stokes,4116
18,706.0,7061.0,Clay,793
79,978.0,9777.0,Lee,6040
110,847.0,8474.0,Rockingham,7712
55,858.0,8580.0,Hoke,4739
112,1123.0,11232.0,Halifax,5617
111,1089.0,10891.0,Edgecombe,5606
18,854.0,8542.0,Swain,1219
29,963.0,9627.0,Caswell,2176
28,902.0,9021.0,Yancey,1630
96,708.0,7077.0,Haywood,4410
27,908.0,9077.0,Jones,855
20,1221.0,12212.0,Avery,2144
101,576.0,5763.0,Orange,8556
723,792.0,7923.0,Wake,88087
222,790.0,7903.0,Durham,25406
229,1051.0,10506.0,Randolph,15094
63,889.0,8890.0,Hertford,2105
188,998.0,9985.0,Davidson,16735
51,1001.0,10011.0,Franklin,6976
16,985.0,9850.0,Mitchell,1474
707,891.0,8911.0,Guilford,47870
146,873.0,8730.0,Onslow,17280
63,1148.0,11476.0,McDowell,5251
13,880.0,8801.0,Pamlico,1120
43,937.0,9374.0,Bertie,1776
315,684.0,6836.0,Buncombe,17856
133,1074.0,10737.0,Duplin,6307
126,917.0,9174.0,Craven,9370
211,1100.0,11003.0,Rutherford,7375
94,1227.0,12273.0,Montgomery,3335
86,1096.0,10955.0,Scotland,3815
23,1053.0,10529.0,Chowan,1468
37,959.0,9592.0,Davie,4110
94,1049.0,10487.0,Richmond,4701
69,865.0,8653.0,Person,3417
112,1254.0,12543.0,Sampson,7969
43,1006.0,10062.0,Martin,2258
38,875.0,8748.0,Macon,3137
84,1174.0,11737.0,Alexander,4401
42,735.0,7345.0,Madison,1598
