Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
164,808.0,8080.0,New Hanover,18946
299,839.0,8389.0,Cumberland,28146
80,875.0,8750.0,Stokes,3989
95,695.0,6945.0,Haywood,4328
172,1172.0,11720.0,Wilson,9587
5,917.0,9168.0,Alleghany,1021
58,958.0,9583.0,Northampton,1867
76,959.0,9589.0,Lee,5924
55,835.0,8348.0,Hoke,4611
106,818.0,8176.0,Rockingham,7441
158,1131.0,11310.0,Surry,8119
111,1068.0,10676.0,Edgecombe,5495
44,1090.0,10902.0,Greene,2297
109,1107.0,11072.0,Halifax,5537
18,848.0,8479.0,Swain,1210
27,953.0,9534.0,Caswell,2155
41,767.0,7672.0,Ashe,2087
26,874.0,8738.0,Jones,823
28,883.0,8833.0,Yancey,1596
20,1197.0,11967.0,Avery,2101
18,651.0,6509.0,Clay,731
169,837.0,8371.0,Harnett,11383
265,1054.0,10536.0,Alamance,17859
207,1017.0,10170.0,Iredell,18489
374,927.0,9266.0,Forsyth,35423
216,1004.0,10035.0,Union,24071
51,731.0,7311.0,Carteret,5079
185,1208.0,12076.0,Nash,11387
95,966.0,9661.0,Beaufort,4540
86,1072.0,10721.0,Pitt,19377
20,882.0,8818.0,Cherokee,2523
224,1159.0,11591.0,Cleveland,11353
187,873.0,8732.0,Moore,8809
41,990.0,9899.0,Bladen,3239
31,912.0,9119.0,Washington,1056
55,816.0,8162.0,Jackson,3586
47,1052.0,10516.0,Yadkin,3961
69,850.0,8498.0,Pender,5359
5,606.0,6055.0,Camden,658
8,1347.0,13470.0,Hyde,665
252,997.0,9970.0,Cabarrus,21581
941,996.0,9957.0,Mecklenburg,110561
420,1171.0,11707.0,Gaston,26286
153,1093.0,10931.0,Burke,9891
300,1173.0,11726.0,Rowan,16661
152,633.0,6334.0,Brunswick,9046
245,896.0,8960.0,Wayne,11032
216,1012.0,10119.0,Johnston,21184
81,976.0,9760.0,Granville,5899
10,740.0,7398.0,Perquimans,996
29,705.0,7050.0,Polk,1461
300,1206.0,12060.0,Catawba,19242
113,1056.0,10560.0,Lenoir,5908
86,1102.0,11018.0,Vance,4907
88,619.0,6189.0,Chatham,4609
55,1039.0,10394.0,Anson,2541
158,859.0,8590.0,Henderson,10086
105,1128.0,11277.0,Caldwell,9267
131,1231.0,12309.0,Stanly,7731
230,1247.0,12472.0,Robeson,16292
111,962.0,9621.0,Wilkes,6582
20,902.0,9021.0,Warren,1780
151,1135.0,11350.0,Columbus,6300
80,831.0,8312.0,Pasquotank,3310
31,810.0,8101.0,Watauga,4551
85,1149.0,11493.0,Lincoln,9897
13,634.0,6340.0,Gates,733
10,564.0,5639.0,Dare,2087
16,550.0,5497.0,Currituck,1526
6,794.0,7943.0,Tyrrell,319
32,682.0,6820.0,Transylvania,2345
12,691.0,6907.0,Graham,583
0,,,Missing,1
218,774.0,7741.0,Durham,24887
721,776.0,7761.0,Wake,86279
101,572.0,5721.0,Orange,8494
38,865.0,8651.0,Macon,3102
695,869.0,8695.0,Guilford,46705
185,972.0,9718.0,Davidson,16289
63,1137.0,11371.0,McDowell,5203
37,941.0,9406.0,Davie,4030
93,1215.0,12148.0,Montgomery,3301
84,1075.0,10752.0,Scotland,3744
313,671.0,6705.0,Buncombe,17514
67,842.0,8420.0,Person,3325
49,965.0,9655.0,Franklin,6728
142,845.0,8446.0,Onslow,16717
206,1081.0,10806.0,Rutherford,7243
225,1037.0,10368.0,Randolph,14895
39,996.0,9960.0,Martin,2235
123,901.0,9006.0,Craven,9199
63,879.0,8793.0,Hertford,2082
41,713.0,7129.0,Madison,1551
108,1235.0,12355.0,Sampson,7849
22,1044.0,10435.0,Chowan,1455
133,1058.0,10580.0,Duplin,6215
43,927.0,9268.0,Bertie,1756
92,1028.0,10281.0,Richmond,4609
16,944.0,9443.0,Mitchell,1413
84,1163.0,11628.0,Alexander,4360
13,877.0,8769.0,Pamlico,1116
