"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9913.0,240,991.0,Alamance,16803
11038.0,82,1104.0,Alexander,4139
8458.0,5,846.0,Alleghany,942
9895.0,55,990.0,Anson,2419
7220.0,40,722.0,Ashe,1964
11335.0,20,1133.0,Avery,1990
9497.0,89,950.0,Beaufort,4463
8951.0,43,895.0,Bertie,1696
9483.0,41,948.0,Bladen,3103
5991.0,142,599.0,Brunswick,8557
6282.0,301,628.0,Buncombe,16409
10532.0,146,1053.0,Burke,9530
9101.0,241,910.0,Cabarrus,19699
10887.0,101,1089.0,Caldwell,8947
5696.0,5,570.0,Camden,619
6759.0,45,676.0,Carteret,4696
9127.0,25,913.0,Caswell,2063
11403.0,291,1140.0,Catawba,18193
5851.0,85,585.0,Chatham,4357
7892.0,20,789.0,Cherokee,2258
9998.0,22,1000.0,Chowan,1394
6081.0,18,608.0,Clay,683
11098.0,219,1110.0,Cleveland,10870
11024.0,149,1102.0,Columbus,6119
8681.0,119,868.0,Craven,8867
7685.0,292,769.0,Cumberland,25785
5255.0,15,526.0,Currituck,1459
5369.0,8,537.0,Dare,1987
9132.0,178,913.0,Davidson,15306
8829.0,36,883.0,Davie,3783
10148.0,128,1015.0,Duplin,5961
7187.0,213,719.0,Durham,23105
9745.0,102,975.0,Edgecombe,5016
8716.0,360,872.0,Forsyth,33319
8576.0,47,858.0,Franklin,5976
11053.0,401,1105.0,Gaston,24818
6072.0,12,607.0,Gates,702
6753.0,12,675.0,Graham,570
9181.0,79,918.0,Granville,5549
10394.0,42,1039.0,Greene,2190
7960.0,611,796.0,Guilford,42760
10362.0,103,1036.0,Halifax,5182
7712.0,162,771.0,Harnett,10487
6457.0,91,646.0,Haywood,4024
8088.0,153,809.0,Henderson,9497
8447.0,63,845.0,Hertford,2000
7874.0,55,787.0,Hoke,4349
12741.0,8,1274.0,Hyde,629
9579.0,203,958.0,Iredell,17415
7925.0,55,792.0,Jackson,3482
9225.0,203,923.0,Johnston,19312
8281.0,16,828.0,Jones,780
9183.0,73,918.0,Lee,5673
10093.0,109,1009.0,Lenoir,5647
10777.0,80,1078.0,Lincoln,9280
10997.0,63,1100.0,McDowell,5032
7524.0,29,752.0,Macon,2698
6688.0,40,669.0,Madison,1455
9568.0,38,957.0,Martin,2147
9233.0,906,923.0,Mecklenburg,102517
8721.0,16,872.0,Mitchell,1305
11780.0,91,1178.0,Montgomery,3201
8304.0,181,830.0,Moore,8377
11167.0,174,1117.0,Nash,10530
7475.0,161,748.0,New Hanover,17527
9141.0,38,914.0,Northampton,1781
7746.0,139,775.0,Onslow,15333
5435.0,100,543.0,Orange,8069
8243.0,11,824.0,Pamlico,1049
8000.0,79,800.0,Pasquotank,3186
7961.0,69,796.0,Pender,5020
6990.0,9,699.0,Perquimans,941
8131.0,67,813.0,Person,3211
10045.0,86,1005.0,Pitt,18156
6789.0,27,679.0,Polk,1407
9869.0,214,987.0,Randolph,14178
9715.0,92,971.0,Richmond,4355
12008.0,224,1201.0,Robeson,15685
7789.0,78,779.0,Rockingham,7089
11018.0,297,1102.0,Rowan,15655
10361.0,204,1036.0,Rutherford,6945
11609.0,99,1161.0,Sampson,7375
10255.0,80,1025.0,Scotland,3571
11590.0,112,1159.0,Stanly,7279
8267.0,78,827.0,Stokes,3769
10660.0,155,1066.0,Surry,7652
8353.0,16,835.0,Swain,1192
5979.0,27,598.0,Transylvania,2056
7669.0,6,767.0,Tyrrell,308
9296.0,207,930.0,Union,22297
10410.0,85,1041.0,Vance,4636
7221.0,684,722.0,Wake,80281
8560.0,19,856.0,Warren,1689
8791.0,31,879.0,Washington,1018
7587.0,30,759.0,Watauga,4262
8563.0,234,856.0,Wayne,10544
9196.0,105,920.0,Wilkes,6291
11010.0,158,1101.0,Wilson,9006
10078.0,47,1008.0,Yadkin,3796
8351.0,27,835.0,Yancey,1509
