"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9513.0,233,951.0,Alamance,16126
10673.0,82,1067.0,Alexander,4002
8377.0,5,838.0,Alleghany,933
9707.0,53,971.0,Anson,2373
7007.0,40,701.0,Ashe,1906
10765.0,20,1076.0,Avery,1890
9216.0,84,922.0,Beaufort,4331
8862.0,41,886.0,Bertie,1679
9229.0,41,923.0,Bladen,3020
5772.0,138,577.0,Brunswick,8243
6082.0,294,608.0,Buncombe,15886
10350.0,145,1035.0,Burke,9365
8751.0,238,875.0,Cabarrus,18941
10670.0,93,1067.0,Caldwell,8768
5567.0,5,557.0,Camden,605
6548.0,45,655.0,Carteret,4549
8910.0,25,891.0,Caswell,2014
11136.0,286,1114.0,Catawba,17768
5684.0,79,568.0,Chatham,4233
7556.0,19,756.0,Cherokee,2162
9962.0,22,996.0,Chowan,1389
5930.0,18,593.0,Clay,666
10763.0,218,1076.0,Cleveland,10542
10771.0,147,1077.0,Columbus,5979
8372.0,116,837.0,Craven,8551
7389.0,284,739.0,Cumberland,24791
5082.0,15,508.0,Currituck,1411
5099.0,8,510.0,Dare,1887
8871.0,172,887.0,Davidson,14869
8461.0,35,846.0,Davie,3625
9906.0,128,991.0,Duplin,5819
6854.0,210,685.0,Durham,22036
9298.0,100,930.0,Edgecombe,4786
8500.0,357,850.0,Forsyth,32495
8098.0,45,810.0,Franklin,5643
10773.0,387,1077.0,Gaston,24188
5942.0,12,594.0,Gates,687
6729.0,12,673.0,Graham,568
8936.0,76,894.0,Granville,5401
10209.0,42,1021.0,Greene,2151
7621.0,564,762.0,Guilford,40936
10116.0,102,1012.0,Halifax,5059
7362.0,158,736.0,Harnett,10010
6305.0,90,630.0,Haywood,3929
7788.0,151,779.0,Henderson,9145
8320.0,62,832.0,Hertford,1970
7638.0,54,764.0,Hoke,4219
12741.0,8,1274.0,Hyde,629
9242.0,197,924.0,Iredell,16803
7738.0,55,774.0,Jackson,3400
8856.0,201,886.0,Johnston,18540
7984.0,16,798.0,Jones,752
8958.0,73,896.0,Lee,5534
9909.0,108,991.0,Lenoir,5544
10475.0,75,1047.0,Lincoln,9020
10766.0,62,1077.0,McDowell,4926
7270.0,28,727.0,Macon,2607
6458.0,40,646.0,Madison,1405
9349.0,37,935.0,Martin,2098
8904.0,891,890.0,Mecklenburg,98869
8487.0,16,849.0,Mitchell,1270
11519.0,89,1152.0,Montgomery,3130
8094.0,182,809.0,Moore,8165
10596.0,172,1060.0,Nash,9992
7124.0,157,712.0,New Hanover,16703
8987.0,35,899.0,Northampton,1751
7582.0,137,758.0,Onslow,15007
5261.0,97,526.0,Orange,7812
7732.0,10,773.0,Pamlico,984
7839.0,78,784.0,Pasquotank,3122
7685.0,60,768.0,Pender,4846
6945.0,9,694.0,Perquimans,935
7835.0,65,783.0,Person,3094
9862.0,84,986.0,Pitt,17824
6606.0,27,661.0,Polk,1369
9535.0,207,954.0,Randolph,13699
9541.0,92,954.0,Richmond,4277
11828.0,217,1183.0,Robeson,15450
7628.0,61,763.0,Rockingham,6942
10694.0,291,1069.0,Rowan,15195
10187.0,201,1019.0,Rutherford,6828
11075.0,94,1107.0,Sampson,7036
10131.0,79,1013.0,Scotland,3528
11157.0,111,1116.0,Stanly,7007
8129.0,74,813.0,Stokes,3706
10427.0,140,1043.0,Surry,7485
8205.0,16,821.0,Swain,1171
5755.0,28,576.0,Transylvania,1979
7595.0,6,759.0,Tyrrell,305
8881.0,204,888.0,Union,21301
10062.0,82,1006.0,Vance,4481
6895.0,566,690.0,Wake,76660
8332.0,18,833.0,Warren,1644
8679.0,31,868.0,Washington,1005
7282.0,30,728.0,Watauga,4091
8437.0,227,844.0,Wayne,10388
8960.0,104,896.0,Wilkes,6130
10578.0,152,1058.0,Wilson,8653
9849.0,46,985.0,Yadkin,3710
8163.0,26,816.0,Yancey,1475
