At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
9215,19035,19246,19246,19255,13200,13200,13084,6735,5957,5957,5862,2432,5957,13200,60305,54006,Robeson,89,89,89,48,98,1335,835,122048,15696,50259,53228,54103,16420,55738,59118,60394,1335,835,1405,1335,517,917,835,382,98425,20565,130625,109195,13820,2146,15435,15213,43554,42570,13757,40583,2016,12665,13930,14053,38463,13298,39133,36759,15434,43536,14052,39119,ROBESON COUNTY
1955,3050,3064,3064,3064,2334,2334,2325,1544,730,730,725,411,730,2334,6562,6019,Perquimans,,,,,,0,0,12861,2872,5809,5971,6033,3062,6295,6478,6584,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1092,232,1149,1139,5416,5339,2830,5203,214,987,1038,1043,4933,2658,4978,4822,1149,5413,1043,4976,PERQUIMANS COUNTY
17100,46715,47853,47853,47896,22029,22029,21624,9375,25804,25804,25071,7725,25806,22035,119225,110569,Johnston,20,20,20,0,55,3280,2153,196283,24980,100041,107619,110637,25980,106995,115392,119338,3257,2153,3349,3091,880,2184,2036,607,156585,28558,209339,175612,33035,3863,38635,37089,77354,75046,21237,70869,3742,30855,34646,35945,70820,20631,72508,67150,38634,77311,35941,72475,JOHNSTON COUNTY
12456,26235,26521,26521,26563,12633,12633,12519,6509,13888,13888,13716,5947,13888,12635,65640,61780,Randolph,0,0,0,0,40,784,555,135556,19777,57888,60758,61874,20107,61156,64322,65758,784,555,865,784,512,627,555,427,111702,26060,143667,123257,20420,3821,22526,22004,42367,41534,15774,39952,3894,19270,20715,21113,39488,15456,40134,38063,22525,42331,21111,40114,RANDOLPH COUNTY
704,1715,1756,1756,1756,1700,1700,1662,689,56,56,53,15,56,1700,3412,3268,Hyde,,,,,,,,4753,1039,3057,3190,3268,1057,3176,3316,3415,,,,,,,,,4098,1114,4937,4410,164,52,176,173,3239,3143,1005,3012,44,148,157,161,3033,995,3107,2909,176,3236,161,3107,HYDE COUNTY
1708,3035,3055,3055,3056,1701,1701,1683,1018,1354,1354,1352,690,1354,1702,6793,6312,Alleghany,,,,,,10,0,10626,2584,6076,6235,6345,2698,6511,6684,6844,10,0,52,10,10,26,0,0,9249,3116,11137,9915,1328,350,1380,1374,5412,5300,2338,5173,332,1220,1257,1265,4978,2252,5054,4856,1380,5403,1265,5047,ALLEGHANY COUNTY
4721,9553,9626,9626,9650,5254,5254,5216,2670,4372,4372,4337,2051,4372,5256,29177,26459,Duplin,0,0,0,0,22,2019,1471,55126,7769,24448,25967,26520,8055,26710,28460,29255,1994,1471,2080,1792,424,1520,1300,301,44760,11405,58741,49644,7531,1509,8450,8317,18725,18149,6122,17387,1519,7159,7889,7975,16607,5949,17025,15989,8450,18708,7975,17013,DUPLIN COUNTY
1065,1908,1923,1923,1924,1678,1678,1671,981,245,245,237,84,245,1679,4791,4474,Gates,,,,,,52,41,11027,1758,4304,4445,4500,1854,4573,4737,4863,52,41,116,52,0,66,41,0,9230,2418,11562,10120,504,122,556,552,4191,4133,1732,4017,125,479,518,519,3886,1633,3915,3784,556,4183,519,3914,GATES COUNTY
9534,18636,18915,18915,18955,11722,11722,11555,6084,7133,7133,7021,3439,7133,11722,37235,35198,Haywood,60,60,60,11,100,1410,895,59266,13650,33190,34509,35287,14057,35087,36462,37323,1410,895,1488,1410,627,971,895,509,50968,15572,62317,54941,8021,1989,8516,8467,27319,26585,11441,25656,1853,7379,7823,7864,25791,11288,26452,24916,8516,27309,7864,26439,HAYWOOD COUNTY
6230,12367,12507,12507,12532,6943,6943,6854,3611,5564,5564,5513,2619,5564,6943,29146,27250,Stanly,0,0,0,0,25,664,473,59178,9554,25829,26908,27330,9918,27509,28675,29205,664,473,717,664,329,549,473,284,49282,12123,62806,54008,6839,1342,7312,7179,21176,20832,8247,20006,1316,6382,6698,6783,19737,7954,19998,18974,7312,21170,6783,19994,STANLY COUNTY
