"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
11301.0,163,1130.0,Wilson,9244
7922.0,293,792.0,Cumberland,26580
9367.0,39,937.0,Northampton,1825
8055.0,55,805.0,Hoke,4449
7734.0,161,773.0,New Hanover,18134
10570.0,42,1057.0,Greene,2227
8462.0,18,846.0,Jones,797
6206.0,18,621.0,Clay,697
9337.0,76,934.0,Lee,5768
10978.0,156,1098.0,Surry,7880
8431.0,79,843.0,Stokes,3844
10136.0,105,1014.0,Edgecombe,5217
10686.0,107,1069.0,Halifax,5344
7929.0,90,793.0,Rockingham,7216
7393.0,41,739.0,Ashe,2011
9268.0,27,927.0,Caswell,2095
8381.0,17,838.0,Swain,1196
6664.0,92,666.0,Haywood,4153
8701.0,5,870.0,Alleghany,969
8517.0,27,852.0,Yancey,1539
11585.0,20,1159.0,Avery,2034
5558.0,101,556.0,Orange,8252
7461.0,698,746.0,Wake,82949
6434.0,311,643.0,Buncombe,16805
7414.0,215,741.0,Durham,23835
8288.0,632,829.0,Guilford,44520
10146.0,221,1015.0,Randolph,14577
9362.0,182,936.0,Davidson,15692
8986.0,48,899.0,Franklin,6262
10398.0,82,1040.0,Scotland,3621
11912.0,104,1191.0,Sampson,7568
9084.0,37,908.0,Davie,3892
9036.0,43,904.0,Bertie,1712
11324.0,83,1132.0,Alexander,4246
10507.0,206,1051.0,Rutherford,7043
7947.0,142,795.0,Onslow,15730
8821.0,121,882.0,Craven,9010
11098.0,63,1110.0,McDowell,5078
8928.0,16,893.0,Mitchell,1336
10332.0,128,1033.0,Duplin,6069
8603.0,63,860.0,Hertford,2037
11935.0,93,1193.0,Montgomery,3243
8215.0,67,821.0,Person,3244
9953.0,92,995.0,Richmond,4462
7881.0,32,788.0,Macon,2826
10098.0,22,1010.0,Chowan,1408
9755.0,38,975.0,Martin,2189
6946.0,40,695.0,Madison,1511
8620.0,13,862.0,Pamlico,1097
9529.0,919,953.0,Mecklenburg,105809
6134.0,147,613.0,Brunswick,8761
6261.0,29,626.0,Transylvania,2153
7734.0,30,773.0,Watauga,4345
11292.0,299,1129.0,Rowan,16045
10679.0,85,1068.0,Vance,4756
6001.0,85,600.0,Chatham,4469
8283.0,153,828.0,Henderson,9726
11042.0,102,1104.0,Caldwell,9074
9461.0,247,946.0,Cabarrus,20478
8696.0,239,870.0,Wayne,10708
11306.0,408,1131.0,Gaston,25386
11592.0,295,1159.0,Catawba,18495
9397.0,79,940.0,Granville,5680
11137.0,149,1114.0,Columbus,6182
10067.0,55,1007.0,Anson,2461
10697.0,148,1070.0,Burke,9679
8798.0,19,880.0,Warren,1736
6149.0,12,615.0,Gates,711
9495.0,208,949.0,Johnston,19876
11864.0,112,1186.0,Stanly,7451
11046.0,80,1105.0,Lincoln,9512
8086.0,80,809.0,Pasquotank,3220
6905.0,27,691.0,Polk,1431
12151.0,227,1215.0,Robeson,15872
9376.0,108,938.0,Wilkes,6414
10200.0,109,1020.0,Lenoir,5707
5338.0,15,534.0,Currituck,1482
7071.0,9,707.0,Perquimans,952
7719.0,6,772.0,Tyrrell,310
5474.0,8,547.0,Dare,2026
6776.0,12,678.0,Graham,572
,0,,Missing,1
8429.0,182,843.0,Moore,8503
7962.0,165,796.0,Harnett,10826
9578.0,211,958.0,Union,22974
8926.0,367,893.0,Forsyth,34125
7016.0,47,702.0,Carteret,4874
10270.0,86,1027.0,Pitt,18563
11512.0,174,1151.0,Nash,10856
9786.0,205,979.0,Iredell,17792
8147.0,20,815.0,Cherokee,2331
11262.0,222,1126.0,Cleveland,11031
10174.0,254,1017.0,Alamance,17246
8938.0,31,894.0,Washington,1035
10200.0,47,1020.0,Yadkin,3842
9457.0,90,946.0,Beaufort,4444
8124.0,69,812.0,Pender,5123
8039.0,56,804.0,Jackson,3532
9581.0,41,958.0,Bladen,3135
5807.0,5,581.0,Camden,631
13146.0,8,1315.0,Hyde,649
