Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,4969,"4,969",,Female,,Deaths
Gender,,33,33,,Missing,,Deaths
Gender,,5451,"5,451",,Male,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,,,,Missing,,Percent of Cases
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,,,,Missing,,Percent of Deaths
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,433684,"433,684",,Female,,Cases
Gender,,4624,"4,624",,Missing,,Cases
Gender,,380416,"380,416",,Male,,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,22%,22%,,,Hispanic,Percent of Cases
Ethnicity,,78%,78%,,,Non-Hispanic,Percent of Cases
Ethnicity,,1619,"1,619",,,Missing,Deaths
Ethnicity,,741,741,,,Hispanic,Deaths
Ethnicity,,8093,"8,093",,,Non-Hispanic,Deaths
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,298592,"298,592",,,Missing,Cases
Ethnicity,,113144,"113,144",,,Hispanic,Cases
Ethnicity,,406988,"406,988",,,Non-Hispanic,Cases
Age Group,,1394,"1,394",50-64,,,Deaths
Age Group,,0,0,Missing,,,Deaths
Age Group,,6247,"6,247",75+,,,Deaths
Age Group,,358,358,25-49,,,Deaths
Age Group,,12,12,18-24,,,Deaths
Age Group,,3,3,0-17,,,Deaths
Age Group,,2439,"2,439",65-74,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Cases
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,60%,60%,75+,,,Percent of Deaths
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,167387,"167,387",50-64,,,Cases
Age Group,,191,191,Missing,,,Cases
Age Group,,55922,"55,922",75+,,,Cases
Age Group,,321123,"321,123",25-49,,,Cases
Age Group,,111067,"111,067",18-24,,,Cases
Age Group,,95014,"95,014",0-17,,,Cases
Age Group,,68020,"68,020",65-74,,,Cases
Race,White,6505,"6,505",,,,Deaths
Race,Other,652,652,,,,Deaths
Race,Missing,658,658,,,,Deaths
Race,Black or African American,2421,"2,421",,,,Deaths
Race,Asian or Pacific Islander,109,109,,,,Deaths
Race,American Indian Alaskan Native,108,108,,,,Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,Other,14%,14%,,,,Percent of Cases
Race,Missing,,,,,,Percent of Cases
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,Other,7%,7%,,,,Percent of Deaths
Race,Missing,,,,,,Percent of Deaths
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,White,412554,"412,554",,,,Cases
Race,Other,92267,"92,267",,,,Cases
Race,Missing,154144,"154,144",,,,Cases
Race,Black or African American,136672,"136,672",,,,Cases
Race,Asian or Pacific Islander,12658,"12,658",,,,Cases
Race,American Indian Alaskan Native,10429,"10,429",,,,Cases
