Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,5692,"5,692",,Male,,Deaths
Gender,,5176,"5,176",,Female,,Deaths
Gender,,28,28,,Missing,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,,,,Missing,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,,,,Missing,,Percent of Deaths
Gender,,390671,"390,671",,Male,,Cases
Gender,,444884,"444,884",,Female,,Cases
Gender,,4541,"4,541",,Missing,,Cases
Ethnicity,,78%,78%,,,Non-Hispanic,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,22%,22%,,,Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,8463,"8,463",,,Non-Hispanic,Deaths
Ethnicity,,1667,"1,667",,,Missing,Deaths
Ethnicity,,766,766,,,Hispanic,Deaths
Ethnicity,,420624,"420,624",,,Non-Hispanic,Cases
Ethnicity,,304157,"304,157",,,Missing,Cases
Ethnicity,,115315,"115,315",,,Hispanic,Cases
Age Group,,12,12,18-24,,,Deaths
Age Group,,1452,"1,452",50-64,,,Deaths
Age Group,,0,0,Missing,,,Deaths
Age Group,,2554,"2,554",65-74,,,Deaths
Age Group,,3,3,0-17,,,Deaths
Age Group,,6505,"6,505",75+,,,Deaths
Age Group,,370,370,25-49,,,Deaths
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,60%,60%,75+,,,Percent of Deaths
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Cases
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,113922,"113,922",18-24,,,Cases
Age Group,,171888,"171,888",50-64,,,Cases
Age Group,,206,206,Missing,,,Cases
Age Group,,69644,"69,644",65-74,,,Cases
Age Group,,97997,"97,997",0-17,,,Cases
Age Group,,57021,"57,021",75+,,,Cases
Age Group,,329418,"329,418",25-49,,,Cases
Race,Other,671,671,,,,Deaths
Race,Missing,672,672,,,,Deaths
Race,Black or African American,2539,"2,539",,,,Deaths
Race,Asian or Pacific Islander,115,115,,,,Deaths
Race,American Indian Alaskan Native,114,114,,,,Deaths
Race,White,6785,"6,785",,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Missing,,,,,,Percent of Cases
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,White,62%,62%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Missing,,,,,,Percent of Deaths
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,White,66%,66%,,,,Percent of Deaths
Race,Other,94752,"94,752",,,,Cases
Race,Missing,156532,"156,532",,,,Cases
Race,Black or African American,140698,"140,698",,,,Cases
Race,Asian or Pacific Islander,13058,"13,058",,,,Cases
Race,American Indian Alaskan Native,10793,"10,793",,,,Cases
Race,White,424263,"424,263",,,,Cases
