"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
7128.0,504,713.0,Guilford,38291
5598.0,274,560.0,Buncombe,14621
6462.0,190,646.0,Durham,20774
10132.0,55,1013.0,McDowell,4636
6428.0,512,643.0,Wake,71463
4999.0,90,500.0,Orange,7422
9823.0,193,982.0,Rutherford,6584
8432.0,148,843.0,Davidson,14132
8740.0,193,874.0,Randolph,12556
7139.0,59,714.0,Person,2819
7974.0,56,797.0,Hertford,1888
5999.0,32,600.0,Madison,1305
10121.0,85,1012.0,Sampson,6430
6950.0,12,695.0,Macon,2492
7245.0,42,725.0,Franklin,5049
10779.0,80,1078.0,Montgomery,2929
7884.0,23,788.0,Davie,3378
7139.0,126,714.0,Onslow,14130
9413.0,121,941.0,Duplin,5529
8434.0,39,843.0,Bertie,1598
10046.0,71,1005.0,Alexander,3767
9637.0,71,964.0,Scotland,3356
8976.0,83,898.0,Richmond,4024
8855.0,35,885.0,Martin,1987
7738.0,112,774.0,Craven,7904
6986.0,9,699.0,Pamlico,889
8166.0,15,817.0,Mitchell,1222
9460.0,21,946.0,Chowan,1319
6802.0,246,680.0,Cumberland,22820
9821.0,124,982.0,Surry,7050
9817.0,141,982.0,Wilson,8030
6519.0,136,652.0,New Hanover,15286
7164.0,52,716.0,Hoke,3957
5888.0,81,589.0,Haywood,3669
7246.0,55,725.0,Rockingham,6595
7655.0,62,766.0,Stokes,3490
8454.0,28,845.0,Northampton,1647
8642.0,95,864.0,Edgecombe,4448
9736.0,93,974.0,Halifax,4869
8462.0,65,846.0,Lee,5228
9977.0,38,998.0,Greene,2102
8304.0,19,830.0,Caswell,1877
7973.0,4,797.0,Alleghany,888
6591.0,37,659.0,Ashe,1793
7834.0,15,783.0,Swain,1118
5636.0,18,564.0,Clay,633
7103.0,16,710.0,Jones,669
7748.0,23,775.0,Yancey,1400
10144.0,18,1014.0,Avery,1781
10075.0,209,1007.0,Cleveland,9868
8247.0,184,825.0,Union,19782
7988.0,319,799.0,Forsyth,30539
6703.0,133,670.0,Harnett,9115
8893.0,206,889.0,Alamance,15075
8613.0,173,861.0,Iredell,15659
9260.0,76,926.0,Pitt,16736
6025.0,41,603.0,Carteret,4186
8671.0,79,867.0,Beaufort,4075
9797.0,155,980.0,Nash,9238
7535.0,160,753.0,Moore,7601
8057.0,26,806.0,Washington,933
7176.0,47,718.0,Jackson,3153
9334.0,42,933.0,Yadkin,3516
7020.0,51,702.0,Pender,4427
8636.0,38,864.0,Bladen,2826
7015.0,17,701.0,Cherokee,2007
4886.0,5,489.0,Camden,531
12416.0,7,1242.0,Hyde,613
8380.0,815,838.0,Mecklenburg,93048
10035.0,133,1003.0,Columbus,5570
8300.0,74,830.0,Granville,5017
10562.0,263,1056.0,Catawba,16852
10824.0,186,1082.0,Robeson,14139
8139.0,174,814.0,Johnston,17038
5383.0,72,538.0,Chatham,4009
7163.0,127,716.0,Henderson,8410
5258.0,121,526.0,Brunswick,7510
5264.0,23,526.0,Transylvania,1810
10173.0,367,1017.0,Gaston,22841
9877.0,125,988.0,Burke,8937
9308.0,103,931.0,Lenoir,5208
8091.0,198,809.0,Wayne,9963
8124.0,222,812.0,Cabarrus,17585
10193.0,62,1019.0,Caldwell,8376
10049.0,265,1005.0,Rowan,14278
6306.0,6,631.0,Perquimans,849
10273.0,103,1027.0,Stanly,6452
9101.0,78,910.0,Vance,4053
9830.0,61,983.0,Lincoln,8465
8494.0,97,849.0,Wilkes,5811
7395.0,74,740.0,Pasquotank,2945
9053.0,48,905.0,Anson,2213
6618.0,26,662.0,Watauga,3718
4564.0,14,456.0,Currituck,1267
6239.0,25,624.0,Polk,1293
4907.0,8,491.0,Dare,1816
7769.0,16,777.0,Warren,1533
5414.0,12,541.0,Gates,626
7271.0,6,727.0,Tyrrell,292
6492.0,12,649.0,Graham,548
,0,,Missing,156
