"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9590.0,237,959.0,Alamance,16256
10705.0,82,1070.0,Alexander,4014
8386.0,5,839.0,Alleghany,934
9777.0,53,978.0,Anson,2390
7047.0,40,705.0,Ashe,1917
10964.0,20,1096.0,Avery,1925
9280.0,87,928.0,Beaufort,4361
8888.0,41,889.0,Bertie,1684
9287.0,41,929.0,Bladen,3039
5814.0,138,581.0,Brunswick,8304
6114.0,294,611.0,Buncombe,15970
10397.0,145,1040.0,Burke,9408
8804.0,238,880.0,Cabarrus,19057
10706.0,94,1071.0,Caldwell,8798
5595.0,5,559.0,Camden,608
6590.0,45,659.0,Carteret,4578
8963.0,25,896.0,Caswell,2026
11211.0,286,1121.0,Catawba,17887
5706.0,80,571.0,Chatham,4249
7623.0,19,762.0,Cherokee,2181
9976.0,22,998.0,Chowan,1391
5948.0,18,595.0,Clay,668
10836.0,218,1084.0,Cleveland,10614
10827.0,147,1083.0,Columbus,6010
8440.0,116,844.0,Craven,8621
7444.0,284,744.0,Cumberland,24974
5118.0,15,512.0,Currituck,1421
5142.0,8,514.0,Dare,1903
8918.0,177,892.0,Davidson,14947
8531.0,35,853.0,Davie,3655
9961.0,128,996.0,Duplin,5851
6915.0,210,692.0,Durham,22231
9355.0,100,935.0,Edgecombe,4815
8549.0,357,855.0,Forsyth,32683
8181.0,45,818.0,Franklin,5701
10818.0,394,1082.0,Gaston,24290
5976.0,12,598.0,Gates,691
6729.0,12,673.0,Graham,568
8987.0,76,899.0,Granville,5432
10228.0,42,1023.0,Greene,2155
7674.0,567,767.0,Guilford,41221
10140.0,102,1014.0,Halifax,5071
7412.0,158,741.0,Harnett,10078
6313.0,90,631.0,Haywood,3934
7862.0,151,786.0,Henderson,9231
8341.0,62,834.0,Hertford,1975
7676.0,54,768.0,Hoke,4240
12741.0,8,1274.0,Hyde,629
9292.0,198,929.0,Iredell,16894
7765.0,55,777.0,Jackson,3412
8938.0,200,894.0,Johnston,18711
8048.0,16,805.0,Jones,758
8990.0,73,899.0,Lee,5554
9934.0,109,993.0,Lenoir,5558
10539.0,75,1054.0,Lincoln,9075
10844.0,62,1084.0,McDowell,4962
7293.0,28,729.0,Macon,2615
6509.0,40,651.0,Madison,1416
9394.0,37,939.0,Martin,2108
8958.0,892,896.0,Mecklenburg,99466
8514.0,16,851.0,Mitchell,1274
11556.0,89,1156.0,Montgomery,3140
8131.0,182,813.0,Moore,8203
10678.0,172,1068.0,Nash,10069
7175.0,159,717.0,New Hanover,16823
9008.0,36,901.0,Northampton,1755
7604.0,137,760.0,Onslow,15051
5288.0,97,529.0,Orange,7852
7842.0,11,784.0,Pamlico,998
7865.0,78,786.0,Pasquotank,3132
7750.0,65,775.0,Pender,4887
6952.0,9,695.0,Perquimans,936
7893.0,67,789.0,Person,3117
9904.0,84,990.0,Pitt,17901
6630.0,27,663.0,Polk,1374
9622.0,207,962.0,Randolph,13824
9576.0,92,958.0,Richmond,4293
11868.0,219,1187.0,Robeson,15503
7666.0,67,767.0,Rockingham,6977
10760.0,291,1076.0,Rowan,15288
10228.0,201,1023.0,Rutherford,6856
11179.0,95,1118.0,Sampson,7102
10140.0,80,1014.0,Scotland,3531
11260.0,111,1126.0,Stanly,7072
8155.0,75,816.0,Stokes,3718
10462.0,140,1046.0,Surry,7510
8205.0,16,821.0,Swain,1171
5773.0,28,577.0,Transylvania,1985
7595.0,6,759.0,Tyrrell,305
8947.0,205,895.0,Union,21461
10120.0,82,1012.0,Vance,4507
6951.0,574,695.0,Wake,77273
8393.0,18,839.0,Warren,1656
8679.0,31,868.0,Washington,1005
7330.0,30,733.0,Watauga,4118
8459.0,229,846.0,Wayne,10416
9015.0,104,901.0,Wilkes,6167
10664.0,152,1066.0,Wilson,8723
9940.0,46,994.0,Yadkin,3744
8185.0,26,819.0,Yancey,1479
