Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,5774,"5,774",,Female,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,481972,"481,972",,Female,,Cases
Gender,,23,23,,Missing,,Deaths
Gender,,,,,Missing,,Percent of Cases
Gender,,,,,Missing,,Percent of Deaths
Gender,,4099,"4,099",,Missing,,Cases
Gender,,6288,"6,288",,Male,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,424762,"424,762",,Male,,Cases
Ethnicity,,79%,79%,,,Non-Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,9365,"9,365",,,Non-Hispanic,Deaths
Ethnicity,,469343,"469,343",,,Non-Hispanic,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,1875,"1,875",,,Missing,Deaths
Ethnicity,,318510,"318,510",,,Missing,Cases
Ethnicity,,21%,21%,,,Hispanic,Percent of Cases
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,845,845,,,Hispanic,Deaths
Ethnicity,,122980,"122,980",,,Hispanic,Cases
Age Group,,414,414,25-49,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,357624,"357,624",25-49,,,Cases
Age Group,,7183,"7,183",75+,,,Deaths
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,59%,59%,75+,,,Percent of Deaths
Age Group,,59292,"59,292",75+,,,Cases
Age Group,,1622,"1,622",50-64,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,185843,"185,843",50-64,,,Cases
Age Group,,1,1,Missing,,,Deaths
Age Group,,,,Missing,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,184,184,Missing,,,Cases
Age Group,,13,13,18-24,,,Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,124544,"124,544",18-24,,,Cases
Age Group,,2849,"2,849",65-74,,,Deaths
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,24%,24%,65-74,,,Percent of Deaths
Age Group,,73587,"73,587",65-74,,,Cases
Age Group,,3,3,0-17,,,Deaths
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,109759,"109,759",0-17,,,Cases
Race,Other,760,760,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Other,103464,"103,464",,,,Cases
Race,White,7504,"7,504",,,,Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,White,464081,"464,081",,,,Cases
Race,Missing,763,763,,,,Deaths
Race,Missing,,,,,,Percent of Cases
Race,Missing,,,,,,Percent of Deaths
Race,Missing,162082,"162,082",,,,Cases
Race,Black or African American,2800,"2,800",,,,Deaths
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Black or African American,155222,"155,222",,,,Cases
Race,Asian or Pacific Islander,125,125,,,,Deaths
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,14501,"14,501",,,,Cases
Race,American Indian Alaskan Native,133,133,,,,Deaths
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,11483,"11,483",,,,Cases
