"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9412.0,916,941.0,Mecklenburg,104510
5945.0,85,594.0,Chatham,4427
9309.0,247,931.0,Cabarrus,20150
11526.0,295,1153.0,Catawba,18390
11192.0,402,1119.0,Gaston,25130
6077.0,147,608.0,Brunswick,8679
9310.0,79,931.0,Granville,5627
7722.0,30,772.0,Watauga,4338
8653.0,234,865.0,Wayne,10655
11085.0,149,1108.0,Columbus,6153
9401.0,206,940.0,Johnston,19680
10154.0,109,1015.0,Lenoir,5681
10643.0,147,1064.0,Burke,9630
11187.0,299,1119.0,Rowan,15895
7004.0,9,700.0,Perquimans,943
12093.0,226,1209.0,Robeson,15796
8179.0,153,818.0,Henderson,9604
8048.0,80,805.0,Pasquotank,3205
10977.0,102,1098.0,Caldwell,9021
10574.0,85,1057.0,Vance,4709
6145.0,29,615.0,Transylvania,2113
6837.0,27,684.0,Polk,1417
7669.0,6,767.0,Tyrrell,308
11746.0,112,1175.0,Stanly,7377
9301.0,107,930.0,Wilkes,6363
6089.0,12,609.0,Gates,704
10006.0,55,1001.0,Anson,2446
5442.0,8,544.0,Dare,2014
5302.0,15,530.0,Currituck,1472
10909.0,80,1091.0,Lincoln,9394
8702.0,19,870.0,Warren,1717
6765.0,12,676.0,Graham,571
,0,,Missing,47
6858.0,40,686.0,Madison,1492
6383.0,309,638.0,Buncombe,16673
7366.0,693,737.0,Wake,81894
7334.0,215,733.0,Durham,23577
9284.0,180,928.0,Davidson,15561
8136.0,622,814.0,Guilford,43703
11059.0,63,1106.0,McDowell,5060
10024.0,217,1002.0,Randolph,14401
5504.0,101,550.0,Orange,8172
8760.0,121,876.0,Craven,8947
8802.0,47,880.0,Franklin,6134
9011.0,36,901.0,Davie,3861
7865.0,141,786.0,Onslow,15567
11805.0,104,1181.0,Sampson,7500
9015.0,43,901.0,Bertie,1708
8540.0,63,854.0,Hertford,2022
10262.0,128,1026.0,Duplin,6028
10461.0,205,1046.0,Rutherford,7012
9875.0,92,988.0,Richmond,4427
11846.0,93,1185.0,Montgomery,3219
10344.0,81,1034.0,Scotland,3602
9679.0,38,968.0,Martin,2172
11222.0,82,1122.0,Alexander,4208
8192.0,67,819.0,Person,3235
7680.0,32,768.0,Macon,2754
8895.0,16,889.0,Mitchell,1331
8510.0,11,851.0,Pamlico,1083
10041.0,22,1004.0,Chowan,1400
9705.0,203,970.0,Iredell,17644
9465.0,211,947.0,Union,22703
11198.0,222,1120.0,Cleveland,10968
7875.0,165,787.0,Harnett,10708
10094.0,244,1009.0,Alamance,17110
10170.0,86,1017.0,Pitt,18382
6967.0,45,697.0,Carteret,4840
8821.0,363,882.0,Forsyth,33723
8390.0,181,839.0,Moore,8464
10134.0,47,1013.0,Yadkin,3817
8098.0,20,810.0,Cherokee,2317
9448.0,90,945.0,Beaufort,4440
11387.0,174,1139.0,Nash,10738
7993.0,55,799.0,Jackson,3512
8886.0,31,889.0,Washington,1029
9547.0,41,955.0,Bladen,3124
8083.0,69,808.0,Pender,5097
5788.0,5,579.0,Camden,629
12761.0,8,1276.0,Hyde,630
6126.0,18,613.0,Clay,688
7645.0,161,764.0,New Hanover,17925
11187.0,163,1119.0,Wilson,9151
9996.0,105,1000.0,Edgecombe,5145
7830.0,292,783.0,Cumberland,26270
7979.0,55,798.0,Hoke,4407
10594.0,106,1059.0,Halifax,5298
9321.0,39,932.0,Northampton,1816
9286.0,75,929.0,Lee,5737
6581.0,92,658.0,Haywood,4101
8377.0,16,838.0,Jones,789
10475.0,42,1048.0,Greene,2207
9224.0,27,922.0,Caswell,2085
7865.0,84,787.0,Rockingham,7158
10905.0,156,1091.0,Surry,7828
7319.0,41,732.0,Ashe,1991
8366.0,79,837.0,Stokes,3814
8611.0,5,861.0,Alleghany,959
8501.0,27,850.0,Yancey,1536
8360.0,17,836.0,Swain,1193
11477.0,20,1148.0,Avery,2015
