First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
0.10780367021190138,0.02460357844376833,Missing or Undisclosed,0.06535025221193387,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.024987802869510904
,0.007043372509207639,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0010638176655883471
0.10673859634704819,0.1597996051704982,Missing or Undisclosed,0.05250101282749638,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.13168550359388062
0.0690583567102597,0.007564577128700445,Missing or Undisclosed,0.037500917203348215,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.00688218556004769
0.16428521468837454,0.7638652485119701,Missing or Undisclosed,0.1023134320221075,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.7970159241177927
,0.03712361823585529,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.03836476619317976
,0.015449419966650323,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0013051706510626264
0.04497821276429818,0.02852714251885889,Missing or Undisclosed,0.02167415653665812,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.023031082742640027
0.16341550332510626,0.9560234375144908,Missing or Undisclosed,0.09954256142352552,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9756637466062974
,0.001863476539918524,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0016604671060741192
,0.0003839478869573336,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0005303550582095752
0.1799674079683434,0.5994978382064625,Female,0.10697053724883163,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.5969995576921683
0.12423043199332427,0.3917430801276364,Male,0.07487808474228001,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.3955889375392975
,0.005620725024684572,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.004371285831336733
,0.0008909322143406082,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008493967729137728
0.6028093092965231,0.2625999516510068,Missing or Undisclosed,0.4551268404424726,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3321721457937768
0.0019396024445548624,0.00047545237531431485,Missing or Undisclosed,0.0005801151654715454,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.0002382454363050826
0.12772472225807607,0.1609063148607617,Missing or Undisclosed,0.05952808043608316,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12564235630951603
0.09200066312705485,0.19385782304639462,Missing or Undisclosed,0.04847458770955622,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.17112858934877165
1.890348958417724e-05,4.3279149898572225e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,7.250948061459036e-06
