"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9444.0,918,944.0,Mecklenburg,104865
9349.0,247,935.0,Cabarrus,20236
6168.0,29,617.0,Transylvania,2121
11218.0,402,1122.0,Gaston,25188
8210.0,153,821.0,Henderson,9640
6103.0,147,610.0,Brunswick,8716
5954.0,85,595.0,Chatham,4434
11211.0,299,1121.0,Rowan,15929
10666.0,147,1067.0,Burke,9651
11768.0,112,1177.0,Stanly,7391
11544.0,295,1154.0,Catawba,18419
10938.0,80,1094.0,Lincoln,9419
9423.0,206,942.0,Johnston,19725
9334.0,79,933.0,Granville,5642
10605.0,85,1061.0,Vance,4723
8663.0,235,866.0,Wayne,10667
10165.0,109,1016.0,Lenoir,5687
10994.0,102,1099.0,Caldwell,9035
5313.0,15,531.0,Currituck,1475
6866.0,27,687.0,Polk,1423
7726.0,30,773.0,Watauga,4340
8055.0,80,806.0,Pasquotank,3208
11099.0,149,1110.0,Columbus,6161
12113.0,226,1211.0,Robeson,15822
9311.0,107,931.0,Wilkes,6370
10030.0,55,1003.0,Anson,2452
6106.0,12,611.0,Gates,706
8727.0,19,873.0,Warren,1722
5447.0,8,545.0,Dare,2016
7669.0,6,767.0,Tyrrell,308
6765.0,12,676.0,Graham,571
7019.0,9,702.0,Perquimans,945
,0,,Missing,1
8843.0,364,884.0,Forsyth,33805
8119.0,20,812.0,Cherokee,2323
7894.0,165,789.0,Harnett,10734
9493.0,211,949.0,Union,22771
9729.0,204,973.0,Iredell,17687
11422.0,174,1142.0,Nash,10771
10118.0,252,1012.0,Alamance,17151
9435.0,90,944.0,Beaufort,4434
10200.0,86,1020.0,Pitt,18436
6984.0,46,698.0,Carteret,4852
8404.0,181,840.0,Moore,8478
11214.0,222,1121.0,Cleveland,10984
10155.0,47,1015.0,Yadkin,3825
8895.0,31,889.0,Washington,1030
8089.0,69,809.0,Pender,5101
9556.0,41,956.0,Bladen,3127
5797.0,5,580.0,Camden,630
8011.0,55,801.0,Jackson,3520
12923.0,8,1292.0,Hyde,638
7391.0,693,739.0,Wake,82172
5513.0,101,551.0,Orange,8185
7356.0,215,736.0,Durham,23650
8834.0,47,883.0,Franklin,6156
9307.0,182,931.0,Davidson,15599
10050.0,217,1005.0,Randolph,14438
8181.0,627,818.0,Guilford,43946
10367.0,82,1037.0,Scotland,3610
11076.0,63,1108.0,McDowell,5068
9035.0,36,903.0,Davie,3871
7886.0,142,789.0,Onslow,15609
11843.0,104,1184.0,Sampson,7524
6396.0,310,640.0,Buncombe,16706
9025.0,43,903.0,Bertie,1710
8763.0,121,876.0,Craven,8950
11868.0,93,1187.0,Montgomery,3225
9911.0,92,991.0,Richmond,4443
9697.0,38,970.0,Martin,2176
10274.0,128,1027.0,Duplin,6035
11241.0,82,1124.0,Alexander,4215
10478.0,205,1048.0,Rutherford,7023
8194.0,67,819.0,Person,3236
8557.0,63,856.0,Hertford,2026
10041.0,22,1004.0,Chowan,1400
7725.0,32,772.0,Macon,2770
8921.0,16,892.0,Mitchell,1335
8573.0,11,857.0,Pamlico,1091
6890.0,40,689.0,Madison,1499
8506.0,27,851.0,Yancey,1537
9303.0,75,930.0,Lee,5747
11227.0,163,1123.0,Wilson,9184
7855.0,292,786.0,Cumberland,26355
7666.0,161,767.0,New Hanover,17975
6621.0,92,662.0,Haywood,4126
9326.0,39,933.0,Northampton,1817
8390.0,79,839.0,Stokes,3825
10029.0,105,1003.0,Edgecombe,5162
8638.0,5,864.0,Alleghany,962
10622.0,106,1062.0,Halifax,5312
7887.0,84,789.0,Rockingham,7178
10518.0,42,1052.0,Greene,2216
6153.0,18,615.0,Clay,691
9233.0,27,923.0,Caswell,2087
8001.0,55,800.0,Hoke,4419
8398.0,16,840.0,Jones,791
10925.0,156,1092.0,Surry,7842
7337.0,41,734.0,Ashe,1996
8374.0,17,837.0,Swain,1195
11483.0,20,1148.0,Avery,2016
