At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
9082,18657,18851,18851,18868,12912,12912,12808,6635,5868,5868,5778,2413,5868,12912,60160,53783,Robeson,71,71,71,34,88,1318,834,122048,15675,50131,53076,53879,16393,55638,59009,60248,1318,834,1387,1318,512,915,834,382,98425,20565,130625,109195,13778,2143,15382,15170,43479,42521,13738,40542,2012,12595,13847,13960,38395,13281,39004,36702,15381,43461,13959,38990,ROBESON COUNTY
1947,3032,3043,3043,3043,2322,2322,2316,1539,721,721,716,408,721,2322,6555,6005,Perquimans,,,,,,0,0,12861,2870,5801,5963,6019,3062,6288,6471,6577,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1091,232,1148,1138,5410,5333,2830,5197,213,984,1035,1038,4928,2657,4969,4817,1148,5407,1038,4967,PERQUIMANS COUNTY
16840,45815,46877,46877,46917,21409,21409,21037,9172,25449,25449,24759,7668,25451,21415,118945,110129,Johnston,19,19,19,0,51,3232,2145,196283,24929,99771,107317,110196,25933,106795,115186,119057,3219,2145,3301,3055,873,2176,2029,605,156585,28558,209339,175612,32961,3857,38539,37016,77217,74951,21203,70779,3731,30752,34537,35801,70635,20593,72219,66990,38538,77175,35797,72187,JOHNSTON COUNTY
12337,25931,26207,26207,26246,12437,12437,12335,6435,13770,13770,13596,5902,13770,12439,65538,61612,Randolph,0,0,0,0,37,770,554,135556,19752,57783,60641,61705,20071,61080,64242,65663,770,554,858,770,501,625,554,427,111702,26060,143667,123257,20387,3808,22485,21974,42320,41498,15762,39923,3881,19199,20644,21032,39443,15444,40048,38030,22484,42284,21030,40028,RANDOLPH COUNTY
679,1660,1699,1699,1699,1645,1645,1608,665,54,54,52,14,54,1645,3408,3246,Hyde,,,,,,,,4753,1034,3036,3167,3246,1054,3174,3313,3411,,,,,,,,,4098,1114,4937,4410,164,52,176,173,3235,3140,1002,3010,44,148,157,161,3010,990,3085,2888,176,3232,161,3085,HYDE COUNTY
1681,2987,3002,3002,3003,1662,1662,1648,996,1340,1340,1339,685,1340,1663,6774,6296,Alleghany,,,,,,10,0,10626,2580,6067,6221,6329,2692,6498,6668,6822,10,0,49,10,10,26,0,0,9249,3116,11137,9915,1322,350,1375,1369,5398,5289,2332,5166,332,1220,1257,1265,4964,2248,5038,4847,1375,5389,1265,5031,ALLEGHANY COUNTY
4674,9411,9483,9483,9501,5147,5147,5111,2636,4336,4336,4300,2038,4336,5149,29112,26382,Duplin,0,0,0,0,16,1991,1454,55126,7757,24381,25899,26449,8039,26661,28407,29188,1975,1454,2051,1775,419,1509,1283,301,44760,11405,58741,49644,7507,1503,8429,8296,18708,18136,6117,17379,1513,7124,7857,7937,16588,5943,17003,15974,8429,18692,7937,16991,DUPLIN COUNTY
1038,1830,1840,1840,1840,1602,1602,1599,955,238,238,231,83,238,1602,4771,4444,Gates,,,,,,52,41,11027,1751,4289,4423,4470,1849,4560,4723,4843,52,41,116,52,0,66,41,0,9230,2418,11562,10120,501,122,553,549,4174,4122,1727,4007,124,476,515,516,3867,1627,3888,3772,553,4166,516,3887,GATES COUNTY
9454,18391,18642,18642,18687,11541,11541,11397,6030,7053,7053,6946,3413,7053,11541,37147,35110,Haywood,48,48,48,11,93,1385,889,59266,13637,33127,34442,35199,14038,35017,36390,37244,1385,889,1472,1385,623,965,889,509,50968,15572,62317,54941,8005,1984,8498,8449,27274,26556,11431,25627,1847,7358,7802,7842,25751,11281,26392,24880,8498,27264,7842,26379,HAYWOOD COUNTY
6183,12229,12363,12363,12386,6853,6853,6768,3578,5510,5510,5461,2605,5510,6853,29092,27161,Stanly,0,0,0,0,23,663,473,59178,9533,25765,26843,27241,9903,27471,28638,29151,663,473,716,663,329,549,473,284,49282,12123,62806,54008,6824,1342,7293,7164,21142,20811,8232,19984,1314,6356,6674,6754,19696,7935,19938,18936,7293,21136,6754,19934,STANLY COUNTY
