Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
943,997.0,9969.0,Mecklenburg,110693
81,976.0,9765.0,Granville,5902
152,634.0,6339.0,Brunswick,9054
216,1014.0,10135.0,Johnston,21217
300,1174.0,11740.0,Rowan,16681
31,811.0,8107.0,Watauga,4554
252,998.0,9980.0,Cabarrus,21602
85,1151.0,11506.0,Lincoln,9908
153,1094.0,10938.0,Burke,9897
104,1128.0,11283.0,Caldwell,9272
86,1102.0,11023.0,Vance,4909
420,1172.0,11722.0,Gaston,26320
158,860.0,8595.0,Henderson,10092
300,1207.0,12073.0,Catawba,19262
230,1248.0,12475.0,Robeson,16296
80,832.0,8322.0,Pasquotank,3314
245,897.0,8970.0,Wayne,11045
88,619.0,6192.0,Chatham,4611
32,682.0,6823.0,Transylvania,2346
111,963.0,9630.0,Wilkes,6588
131,1233.0,12325.0,Stanly,7741
151,1135.0,11350.0,Columbus,6300
113,1057.0,10570.0,Lenoir,5914
16,551.0,5507.0,Currituck,1529
13,634.0,6340.0,Gates,733
55,1041.0,10411.0,Anson,2545
10,564.0,5639.0,Dare,2087
11,742.0,7420.0,Perquimans,999
29,705.0,7055.0,Polk,1462
6,794.0,7943.0,Tyrrell,319
20,903.0,9026.0,Warren,1781
12,692.0,6919.0,Graham,584
0,,,Missing,1
173,1173.0,11733.0,Wilson,9598
164,809.0,8089.0,New Hanover,18967
111,1068.0,10683.0,Edgecombe,5499
58,959.0,9588.0,Northampton,1868
55,835.0,8348.0,Hoke,4611
80,876.0,8761.0,Stokes,3994
299,841.0,8409.0,Cumberland,28214
76,961.0,9612.0,Lee,5938
106,818.0,8182.0,Rockingham,7446
110,1108.0,11076.0,Halifax,5539
158,1132.0,11322.0,Surry,8127
5,919.0,9195.0,Alleghany,1024
44,1092.0,10921.0,Greene,2301
95,695.0,6947.0,Haywood,4329
41,768.0,7679.0,Ashe,2089
27,953.0,9534.0,Caswell,2155
26,874.0,8738.0,Jones,823
18,849.0,8486.0,Swain,1211
28,883.0,8833.0,Yancey,1596
18,651.0,6509.0,Clay,731
20,1197.0,11967.0,Avery,2101
86,1073.0,10733.0,Pitt,19399
51,732.0,7324.0,Carteret,5088
374,927.0,9273.0,Forsyth,35450
216,1005.0,10048.0,Union,24101
185,1209.0,12086.0,Nash,11397
265,1054.0,10542.0,Alamance,17870
208,1018.0,10184.0,Iredell,18515
169,839.0,8388.0,Harnett,11405
224,1160.0,11600.0,Cleveland,11362
20,883.0,8828.0,Cherokee,2526
47,1053.0,10529.0,Yadkin,3966
187,874.0,8736.0,Moore,8813
31,913.0,9128.0,Washington,1057
41,991.0,9908.0,Bladen,3242
5,606.0,6064.0,Camden,659
95,967.0,9671.0,Beaufort,4545
56,817.0,8166.0,Jackson,3588
69,851.0,8509.0,Pender,5366
8,1353.0,13530.0,Hyde,668
142,845.0,8454.0,Onslow,16733
101,572.0,5723.0,Orange,8497
722,776.0,7765.0,Wake,86325
218,775.0,7755.0,Durham,24930
696,870.0,8703.0,Guilford,46750
93,1214.0,12144.0,Montgomery,3300
84,1076.0,10757.0,Scotland,3746
49,966.0,9656.0,Franklin,6729
123,902.0,9015.0,Craven,9208
185,974.0,9735.0,Davidson,16317
225,1038.0,10377.0,Randolph,14908
39,996.0,9960.0,Martin,2235
108,1237.0,12369.0,Sampson,7858
92,1028.0,10284.0,Richmond,4610
206,1082.0,10818.0,Rutherford,7251
314,671.0,6712.0,Buncombe,17531
22,1044.0,10435.0,Chowan,1455
37,941.0,9410.0,Davie,4032
67,843.0,8430.0,Person,3329
133,1060.0,10597.0,Duplin,6225
43,927.0,9273.0,Bertie,1757
63,880.0,8802.0,Hertford,2084
13,877.0,8769.0,Pamlico,1116
63,1138.0,11378.0,McDowell,5206
38,865.0,8648.0,Macon,3101
84,1164.0,11636.0,Alexander,4363
41,714.0,7143.0,Madison,1554
16,945.0,9449.0,Mitchell,1414
