Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
266,1055.0,10550.0,Alamance,17884
84,1164.0,11641.0,Alexander,4365
5,921.0,9213.0,Alleghany,1026
55,1043.0,10427.0,Anson,2549
41,769.0,7694.0,Ashe,2093
20,1201.0,12007.0,Avery,2108
95,969.0,9695.0,Beaufort,4556
43,928.0,9284.0,Bertie,1759
41,991.0,9914.0,Bladen,3244
152,635.0,6349.0,Brunswick,9067
315,672.0,6723.0,Buncombe,17561
153,1094.0,10943.0,Burke,9902
252,1000.0,10002.0,Cabarrus,21650
104,1129.0,11294.0,Caldwell,9281
5,606.0,6064.0,Camden,659
51,734.0,7341.0,Carteret,5100
27,954.0,9538.0,Caswell,2156
301,1208.0,12081.0,Catawba,19276
88,619.0,6193.0,Chatham,4612
20,885.0,8853.0,Cherokee,2533
23,1044.0,10443.0,Chowan,1456
18,656.0,6562.0,Clay,737
224,1162.0,11619.0,Cleveland,11380
151,1136.0,11359.0,Columbus,6305
123,903.0,9028.0,Craven,9221
299,843.0,8430.0,Cumberland,28282
16,552.0,5518.0,Currituck,1532
10,564.0,5639.0,Dare,2087
186,975.0,9752.0,Davidson,16345
37,942.0,9422.0,Davie,4037
133,1060.0,10604.0,Duplin,6229
219,777.0,7765.0,Durham,24965
111,1069.0,10691.0,Edgecombe,5503
374,928.0,9284.0,Forsyth,35494
49,969.0,9689.0,Franklin,6752
420,1174.0,11739.0,Gaston,26358
13,634.0,6340.0,Gates,733
12,692.0,6919.0,Graham,584
81,977.0,9774.0,Granville,5908
44,1093.0,10926.0,Greene,2302
698,871.0,8714.0,Guilford,46810
110,1109.0,11088.0,Halifax,5545
169,841.0,8407.0,Harnett,11432
95,697.0,6968.0,Haywood,4342
158,860.0,8602.0,Henderson,10100
63,881.0,8806.0,Hertford,2085
55,836.0,8361.0,Hoke,4618
9,1351.0,13510.0,Hyde,667
208,1020.0,10204.0,Iredell,18551
56,817.0,8168.0,Jackson,3589
217,1015.0,10152.0,Johnston,21252
26,875.0,8748.0,Jones,824
77,963.0,9631.0,Lee,5950
113,1058.0,10577.0,Lenoir,5918
85,1152.0,11520.0,Lincoln,9920
63,1138.0,11376.0,McDowell,5205
38,868.0,8679.0,Macon,3112
41,715.0,7152.0,Madison,1556
39,996.0,9960.0,Martin,2235
945,998.0,9980.0,Mecklenburg,110819
16,956.0,9563.0,Mitchell,1431
93,1214.0,12141.0,Montgomery,3299
187,875.0,8745.0,Moore,8822
186,1210.0,12099.0,Nash,11409
164,810.0,8104.0,New Hanover,19002
59,959.0,9593.0,Northampton,1869
142,848.0,8479.0,Onslow,16784
101,573.0,5726.0,Orange,8501
13,876.0,8762.0,Pamlico,1115
80,834.0,8342.0,Pasquotank,3322
69,852.0,8517.0,Pender,5371
11,743.0,7428.0,Perquimans,1000
67,844.0,8443.0,Person,3334
86,1075.0,10750.0,Pitt,19430
29,707.0,7074.0,Polk,1466
225,1039.0,10385.0,Randolph,14920
93,1029.0,10292.0,Richmond,4614
230,1249.0,12493.0,Robeson,16319
107,819.0,8191.0,Rockingham,7455
301,1176.0,11759.0,Rowan,16708
206,1082.0,10824.0,Rutherford,7255
108,1239.0,12394.0,Sampson,7874
84,1077.0,10772.0,Scotland,3751
131,1234.0,12343.0,Stanly,7752
80,879.0,8787.0,Stokes,4006
160,1133.0,11334.0,Surry,8136
18,851.0,8514.0,Swain,1215
32,683.0,6834.0,Transylvania,2350
6,794.0,7943.0,Tyrrell,319
217,1007.0,10068.0,Union,24148
86,1104.0,11041.0,Vance,4917
722,778.0,7781.0,Wake,86507
20,903.0,9026.0,Warren,1781
31,913.0,9128.0,Washington,1057
31,812.0,8123.0,Watauga,4563
245,898.0,8981.0,Wayne,11058
111,964.0,9643.0,Wilkes,6597
173,1175.0,11750.0,Wilson,9612
47,1055.0,10548.0,Yadkin,3973
28,888.0,8883.0,Yancey,1605
