First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
,0.00043314785528223435,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.00037107644047156034
0.08980478633775268,0.024799397931962123,Missing or Undisclosed,0.054037287272372635,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.025435951058715513
,0.00261609335046973,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.00046543952155367536
0.08500523862050624,0.15398443660106859,Missing or Undisclosed,0.03831110343890554,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.11829559872737358
0.05590707177892295,0.0074098955208472045,Missing or Undisclosed,0.030834965484932465,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.006966290702048571
0.13731210628452803,0.7725098486900083,Missing or Undisclosed,0.0847481404436128,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.8127147875874293
,0.03824718005036185,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.03575085596240779
,0.006752318725004227,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0009041003309083721
0.0329284579316261,0.02526995061067115,Missing or Undisclosed,0.0169667488765195,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.022194451705867726
0.13674553652861146,0.9679777306643246,Missing or Undisclosed,0.08096284458227394,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9769014479632239
,0.001777477209241086,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0013963185646610262
,0.0004772855469258472,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0004501374002971162
0.1481231741223723,0.5970266157761576,Female,0.08752779417278231,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.6013529625544342
0.10352679782850456,0.39500540873746753,Male,0.06018394341939946,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.39142061068215583
,0.004827466511461586,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0046582207458508934
,0.0008857462187463998,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0007217500526010419
0.5597641735714306,0.29505074338346077,Missing or Undisclosed,0.3968543229641236,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.356562378459714
0.0010088959399505136,0.0002992385874143243,Missing or Undisclosed,0.0004666143722271126,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00023590770270528753
0.08753710873565035,0.13343422661038987,Missing or Undisclosed,0.05103374422664389,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.13260053174871367
0.06569065709729335,0.16748383737579728,Missing or Undisclosed,0.04336058707283688,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.1884417977442123
