First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
,0.000445635211990063,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.00037273428918385676
0.08775133149479593,0.025060791296496736,Missing or Undisclosed,0.0527775821246485,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.025659397250459005
,0.0018583607277780055,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0004596617205836255
0.08163079887620543,0.15292715024792328,Missing or Undisclosed,0.03630651030234501,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.1157899727890798
0.05361547449045826,0.007349112636620847,Missing or Undisclosed,0.030101202806360028,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.0070239998735601
0.13296908571445287,0.7736513538877418,Missing or Undisclosed,0.08229346484508285,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.8151093046595738
,0.03870759599144937,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.03558492941755987
,0.005342980510422525,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008969330421703409
0.031533489954475885,0.02502674971780305,Missing or Undisclosed,0.01645204371094626,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.02222839787475601
0.1324507881525903,0.9696302697717745,Missing or Undisclosed,0.07838470622327408,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9768746690830736
,0.0017794461589880986,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.001397424313865979
,0.0004912818743293229,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.00045571047370181786
0.14297359599986637,0.595972107568294,Female,0.08485417107475751,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.6021423660593161
0.1004053907797714,0.3961929136264571,Male,0.0581422843993958,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.39056890052604265
,0.00466601729776401,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.004730959599817716
,0.0008982334741674706,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.000704639027255701
0.5494545733239093,0.2995179248253628,Missing or Undisclosed,0.38763898232437205,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.35972810153123985
0.0009534066632532354,0.0002924481078684788,Missing or Undisclosed,0.0004237362947792157,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00022126982538122947
0.0830749811174263,0.13096182159582279,Missing or Undisclosed,0.04991035991976808,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.13394331804639817
0.0627089327028736,0.1653476844376602,Missing or Undisclosed,0.04263408150300975,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.1913733743911787
1.890348958417724e-05,5.4157057012681265e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,9.219576057551228e-06
,6.963050187344734e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,5.1366209463499696e-05
0.002584896520620709,0.00047890311844071,Missing or Undisclosed,0.0019835635659044217,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0006256140896195476
0.021585181311686907,0.01654265990064501,Missing or Undisclosed,0.013903877196046384,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01814017443437901
9.540983293738252e-06,4.642033458229823e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.3170822939358898e-06
0.4776991671348905,0.3867711330507366,Missing or Undisclosed,0.21467967755621553,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.2959009764848127
1.5023903029720286e-05,7.736722430383038e-06,Missing or Undisclosed,6.009561211888114e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,10-14,5.268329175743559e-06
,,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,
0.5494545733239093,0.2995179248253628,Missing or Undisclosed,0.38763898232437205,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.35972810153123985
0.0830749811174263,0.13096182159582279,Missing or Undisclosed,0.04991035991976808,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.13394331804639817
0.0627089327028736,0.1653476844376602,Missing or Undisclosed,0.04263408150300975,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.1913733743911787
,0.0008587761897725172,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0009140551119915074
0.021585181311686907,0.01654265990064501,Missing or Undisclosed,0.013903877196046384,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01814017443437901
0.4776991671348905,0.3867711330507366,Missing or Undisclosed,0.21467967755621553,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.2959009764848127
0.06133489968157789,0.13156498673740052,Missing or Undisclosed,0.04831978236003339,Henderson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.16131695737434204
0.05097159940209268,0.10573643410852714,Missing or Undisclosed,0.02914798206278027,Caswell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.11803874092009685
0.07011070110701106,0.12912360186889424,Missing or Undisclosed,0.04781672816728167,Stanly ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.1638998682476943
0.08502757082123164,0.38235850842324437,Male,0.03426358546954582,Edgecombe ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3560804899387576
,0.008551517339034346,Missing or Undisclosed,,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.009862743486479824
0.08113235079527215,0.14966352624495288,Missing or Undisclosed,0.03385378666277543,Hertford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1461877756773787
,,Missing or Undisclosed,,Martin ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.004341085271317829,Missing or Undisclosed,,Caswell ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.006053268765133173
0.013202333435677003,0.004881371324781473,Missing or Undisclosed,0.004912496162112374,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.0042194092827004225
0.00033698399326032014,0.00016605778811026238,Missing or Undisclosed,0.00016849199663016007,Randolph ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00013415615776764153
