Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,5317,"5,317",,Female,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,454502,"454,502",,Female,,Cases
Gender,,25,25,,Missing,,Deaths
Gender,,,,,Missing,,Percent of Cases
Gender,,,,,Missing,,Percent of Deaths
Gender,,4435,"4,435",,Missing,,Cases
Gender,,5870,"5,870",,Male,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,399611,"399,611",,Male,,Cases
Ethnicity,,79%,79%,,,Non-Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,8704,"8,704",,,Non-Hispanic,Deaths
Ethnicity,,432533,"432,533",,,Non-Hispanic,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,1721,"1,721",,,Missing,Deaths
Ethnicity,,308719,"308,719",,,Missing,Cases
Ethnicity,,21%,21%,,,Hispanic,Percent of Cases
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,787,787,,,Hispanic,Deaths
Ethnicity,,117296,"117,296",,,Hispanic,Cases
Age Group,,2624,"2,624",65-74,,,Deaths
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,70678,"70,678",65-74,,,Cases
Age Group,,3,3,0-17,,,Deaths
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,101543,"101,543",0-17,,,Cases
Age Group,,1494,"1,494",50-64,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,175263,"175,263",50-64,,,Cases
Age Group,,1,1,Missing,,,Deaths
Age Group,,,,Missing,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,208,208,Missing,,,Cases
Age Group,,12,12,18-24,,,Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,116711,"116,711",18-24,,,Cases
Age Group,,379,379,25-49,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,336555,"336,555",25-49,,,Cases
Age Group,,6699,"6,699",75+,,,Deaths
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,60%,60%,75+,,,Percent of Deaths
Age Group,,57590,"57,590",75+,,,Cases
Race,Missing,693,693,,,,Deaths
Race,Missing,,,,,,Percent of Cases
Race,Missing,,,,,,Percent of Deaths
Race,Missing,158785,"158,785",,,,Cases
Race,Other,695,695,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Other,96759,"96,759",,,,Cases
Race,Black or African American,2603,"2,603",,,,Deaths
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Black or African American,144081,"144,081",,,,Cases
Race,Asian or Pacific Islander,118,118,,,,Deaths
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,13376,"13,376",,,,Cases
Race,American Indian Alaskan Native,119,119,,,,Deaths
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,11067,"11,067",,,,Cases
Race,White,6984,"6,984",,,,Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,White,434480,"434,480",,,,Cases
