Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
968,1018.0,10180.0,Mecklenburg,113036
117,1098.0,10978.0,Lenoir,6142
88,632.0,6318.0,Chatham,4705
305,1229.0,12290.0,Catawba,19609
161,874.0,8741.0,Henderson,10264
434,1195.0,11953.0,Gaston,26839
83,992.0,9917.0,Granville,5994
306,1197.0,11967.0,Rowan,17003
221,1047.0,10469.0,Johnston,21915
31,841.0,8406.0,Watauga,4722
29,720.0,7204.0,Polk,1493
153,646.0,6462.0,Brunswick,9229
155,1111.0,11107.0,Burke,10050
134,1256.0,12561.0,Stanly,7889
260,1020.0,10204.0,Cabarrus,22086
240,1271.0,12709.0,Robeson,16601
110,1145.0,11454.0,Caldwell,9413
86,1184.0,11836.0,Lincoln,10192
33,700.0,6997.0,Transylvania,2406
245,919.0,9185.0,Wayne,11310
55,1065.0,10648.0,Anson,2603
83,855.0,8550.0,Pasquotank,3405
87,1118.0,11175.0,Vance,4977
12,758.0,7584.0,Perquimans,1021
113,988.0,9878.0,Wilkes,6758
151,1147.0,11465.0,Columbus,6364
10,576.0,5761.0,Dare,2132
20,913.0,9128.0,Warren,1801
16,567.0,5666.0,Currituck,1573
12,717.0,7167.0,Graham,605
6,802.0,8018.0,Tyrrell,322
13,643.0,6435.0,Gates,744
0,,,Missing,1
192,1230.0,12298.0,Nash,11597
34,910.0,9105.0,Cherokee,2605
174,867.0,8673.0,Harnett,11793
379,949.0,9495.0,Forsyth,36298
93,1111.0,11105.0,Pitt,20072
220,1027.0,10268.0,Union,24629
217,1045.0,10453.0,Iredell,19005
287,1097.0,10972.0,Alamance,18599
95,995.0,9948.0,Beaufort,4675
53,746.0,7463.0,Carteret,5185
190,887.0,8873.0,Moore,8951
226,1181.0,11809.0,Cleveland,11567
51,1083.0,10834.0,Yadkin,4081
31,952.0,9516.0,Washington,1102
42,1016.0,10155.0,Bladen,3323
69,872.0,8723.0,Pender,5501
56,824.0,8239.0,Jackson,3620
5,622.0,6221.0,Camden,676
9,1355.0,13551.0,Hyde,669
306,878.0,8777.0,Cumberland,29446
59,970.0,9701.0,Northampton,1890
80,910.0,9100.0,Stokes,4149
167,825.0,8253.0,New Hanover,19350
111,1094.0,10942.0,Edgecombe,5632
112,850.0,8503.0,Rockingham,7739
178,1191.0,11911.0,Wilson,9743
56,867.0,8674.0,Hoke,4791
96,711.0,7112.0,Haywood,4432
112,1126.0,11260.0,Halifax,5631
164,1159.0,11592.0,Surry,8321
18,706.0,7061.0,Clay,793
18,856.0,8556.0,Swain,1221
44,1121.0,11206.0,Greene,2361
79,980.0,9804.0,Lee,6057
29,967.0,9666.0,Caswell,2185
28,917.0,9173.0,Jones,864
5,960.0,9599.0,Alleghany,1069
41,792.0,7918.0,Ashe,2154
28,905.0,9054.0,Yancey,1636
20,1223.0,12234.0,Avery,2148
224,792.0,7923.0,Durham,25473
708,894.0,8943.0,Guilford,48039
724,796.0,7960.0,Wake,88496
51,1005.0,10045.0,Franklin,7000
189,1002.0,10017.0,Davidson,16789
63,1148.0,11476.0,McDowell,5251
146,878.0,8783.0,Onslow,17384
101,576.0,5764.0,Orange,8558
70,870.0,8701.0,Person,3436
319,686.0,6855.0,Buncombe,17905
38,965.0,9649.0,Davie,4134
126,920.0,9196.0,Craven,9393
86,1097.0,10973.0,Scotland,3821
230,1054.0,10542.0,Randolph,15145
84,1176.0,11764.0,Alexander,4411
213,1103.0,11033.0,Rutherford,7395
43,939.0,9395.0,Bertie,1780
96,1051.0,10507.0,Richmond,4710
13,879.0,8793.0,Pamlico,1119
63,891.0,8907.0,Hertford,2109
112,1257.0,12567.0,Sampson,7984
137,1075.0,10751.0,Duplin,6315
44,1010.0,10102.0,Martin,2267
94,1228.0,12284.0,Montgomery,3338
16,982.0,9817.0,Mitchell,1469
38,875.0,8751.0,Macon,3138
42,737.0,7373.0,Madison,1604
23,1057.0,10572.0,Chowan,1474
