First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
0.09811613126940352,0.024381787912508845,Missing or Undisclosed,0.06084782220006827,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.025456490719448187
,0.005145904986559656,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0009610927443164625
0.09681681016949012,0.15782121682745937,Missing or Undisclosed,0.0457434608098738,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.1255370729059115
0.06310359035722954,0.007526323619798135,Missing or Undisclosed,0.033470866799496526,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.006720849025703564
0.1516746179894478,0.7678768698841364,Missing or Undisclosed,0.09428879697226536,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.8036503390458661
,0.037247896769537645,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.03767415555875416
,0.01142412449266318,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0011458310902169146
0.03850930466061628,0.02659390771703985,Missing or Undisclosed,0.019648479767602818,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.022844086502880445
0.1510188798567445,0.961981967790297,Missing or Undisclosed,0.09101023920938922,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9760100824069027
,0.001738190302890768,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0015991767243284534
,0.00041940068113901954,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0004975468334374139
0.16583144945451037,0.6014798179410591,Female,0.09808067084646481,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.5989160505888393
0.11363588237785338,0.39016582820190204,Male,0.06813294370644343,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.3938394861780583
,0.005323628549674745,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.004306783524059619
,0.0008731343233343633,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008409561512769046
0.587073827751332,0.27846320280749376,Missing or Undisclosed,0.4293045845361673,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3428222352433163
0.0012283308068897505,0.00032784611832215494,Missing or Undisclosed,0.0005094924496750094,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00022893954522632714
0.10678629147234016,0.14647854896789061,Missing or Undisclosed,0.05539771681587049,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12793187121810573
0.07882585432624384,0.1808512285477898,Missing or Undisclosed,0.04610963015995739,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.17810363254522973
1.890348958417724e-05,4.712367203809208e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,7.93354859695193e-06
,5.65484064457105e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,4.3067835240596195e-05
0.002417859588755074,0.0003897800872865045,Missing or Undisclosed,0.0019919154124977034,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0005406146686780101
0.02662461752476057,0.017754853233323438,Missing or Undisclosed,0.01501634889212154,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01685879076852285
7.950819411448543e-06,3.3659765741494344e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.1333640852788471e-06
0.5332276485225149,0.3756611619485773,Missing or Undisclosed,0.2811435746310587,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.33345724780665714
