Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,5712,"5,712",,Male,,Deaths
Gender,,5194,"5,194",,Female,,Deaths
Gender,,28,28,,Missing,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,,,,Missing,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,,,,Missing,,Percent of Deaths
Gender,,392897,"392,897",,Male,,Cases
Gender,,447351,"447,351",,Female,,Cases
Gender,,4522,"4,522",,Missing,,Cases
Ethnicity,,79%,79%,,,Non-Hispanic,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,21%,21%,,,Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,8495,"8,495",,,Non-Hispanic,Deaths
Ethnicity,,1673,"1,673",,,Missing,Deaths
Ethnicity,,766,766,,,Hispanic,Deaths
Ethnicity,,423338,"423,338",,,Non-Hispanic,Cases
Ethnicity,,305622,"305,622",,,Missing,Cases
Ethnicity,,115810,"115,810",,,Hispanic,Cases
Age Group,,370,370,25-49,,,Deaths
Age Group,,6525,"6,525",75+,,,Deaths
Age Group,,2565,"2,565",65-74,,,Deaths
Age Group,,3,3,0-17,,,Deaths
Age Group,,12,12,18-24,,,Deaths
Age Group,,1459,"1,459",50-64,,,Deaths
Age Group,,0,0,Missing,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,7%,7%,75+,,,Percent of Cases
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Cases
Age Group,,3%,3%,25-49,,,Percent of Deaths
Age Group,,60%,60%,75+,,,Percent of Deaths
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,13%,13%,50-64,,,Percent of Deaths
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,331270,"331,270",25-49,,,Cases
Age Group,,57223,"57,223",75+,,,Cases
Age Group,,69943,"69,943",65-74,,,Cases
Age Group,,98657,"98,657",0-17,,,Cases
Age Group,,114632,"114,632",18-24,,,Cases
Age Group,,172839,"172,839",50-64,,,Cases
Age Group,,206,206,Missing,,,Cases
Race,White,6807,"6,807",,,,Deaths
Race,Other,673,673,,,,Deaths
Race,Missing,675,675,,,,Deaths
Race,Black or African American,2550,"2,550",,,,Deaths
Race,Asian or Pacific Islander,115,115,,,,Deaths
Race,American Indian Alaskan Native,114,114,,,,Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,Other,14%,14%,,,,Percent of Cases
Race,Missing,,,,,,Percent of Cases
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,Other,7%,7%,,,,Percent of Deaths
Race,Missing,,,,,,Percent of Deaths
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,White,426753,"426,753",,,,Cases
Race,Other,95362,"95,362",,,,Cases
Race,Missing,157185,"157,185",,,,Cases
Race,Black or African American,141498,"141,498",,,,Cases
Race,Asian or Pacific Islander,13125,"13,125",,,,Cases
Race,American Indian Alaskan Native,10847,"10,847",,,,Cases
