"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
8845.0,881,885.0,Mecklenburg,98216
10702.0,379,1070.0,Gaston,24029
11061.0,286,1106.0,Catawba,17648
5691.0,27,569.0,Transylvania,1957
7688.0,150,769.0,Henderson,9027
7206.0,30,721.0,Watauga,4048
5714.0,137,571.0,Brunswick,8161
6591.0,27,659.0,Polk,1366
5616.0,79,562.0,Chatham,4182
8808.0,76,881.0,Granville,5324
10619.0,291,1062.0,Rowan,15089
7794.0,78,779.0,Pasquotank,3104
8686.0,237,869.0,Cabarrus,18801
9934.0,82,993.0,Vance,4424
10282.0,142,1028.0,Burke,9304
8226.0,18,823.0,Warren,1623
5881.0,12,588.0,Gates,680
11763.0,212,1176.0,Robeson,15365
8732.0,199,873.0,Johnston,18280
11044.0,111,1104.0,Stanly,6936
10369.0,72,1037.0,Lincoln,8929
8411.0,225,841.0,Wayne,10356
6878.0,9,688.0,Perquimans,926
5066.0,8,507.0,Dare,1875
9564.0,53,956.0,Anson,2338
9848.0,107,985.0,Lenoir,5510
10712.0,147,1071.0,Columbus,5946
8886.0,104,889.0,Wilkes,6079
10629.0,87,1063.0,Caldwell,8735
6717.0,12,672.0,Graham,567
7595.0,6,759.0,Tyrrell,305
5057.0,15,506.0,Currituck,1404
,0,,Missing,5
6263.0,88,626.0,Haywood,3903
7326.0,281,733.0,Cumberland,24578
7573.0,54,757.0,Hoke,4183
10496.0,150,1050.0,Wilson,8586
7041.0,152,704.0,New Hanover,16509
8102.0,26,810.0,Yancey,1464
8111.0,74,811.0,Stokes,3698
8885.0,33,888.0,Northampton,1731
7595.0,61,759.0,Rockingham,6912
10190.0,42,1019.0,Greene,2147
8351.0,5,835.0,Alleghany,930
10082.0,100,1008.0,Halifax,5042
9230.0,100,923.0,Edgecombe,4751
8922.0,73,892.0,Lee,5512
5903.0,18,590.0,Clay,663
10385.0,140,1039.0,Surry,7455
8205.0,16,821.0,Swain,1171
8852.0,24,885.0,Caswell,2001
6981.0,40,698.0,Ashe,1899
7846.0,16,785.0,Jones,739
10577.0,20,1058.0,Avery,1857
6790.0,210,679.0,Durham,21828
10960.0,92,1096.0,Sampson,6963
6829.0,550,683.0,Wake,75922
5279.0,96,528.0,Orange,7838
6050.0,293,605.0,Buncombe,15803
7559.0,559,756.0,Guilford,40605
8820.0,168,882.0,Davidson,14783
7510.0,135,751.0,Onslow,14866
7967.0,45,797.0,Franklin,5552
9425.0,205,942.0,Randolph,13540
8275.0,115,827.0,Craven,8452
8303.0,61,830.0,Hertford,1966
7231.0,31,723.0,Macon,2593
10713.0,61,1071.0,McDowell,4902
10139.0,200,1014.0,Rutherford,6796
8395.0,32,840.0,Davie,3597
7744.0,64,774.0,Person,3058
9845.0,128,984.0,Duplin,5783
8798.0,41,880.0,Bertie,1667
9496.0,91,950.0,Richmond,4257
11434.0,88,1143.0,Montgomery,3107
9332.0,37,933.0,Martin,2094
9919.0,22,992.0,Chowan,1383
8360.0,16,836.0,Mitchell,1251
10094.0,77,1009.0,Scotland,3515
10553.0,76,1055.0,Alexander,3957
7661.0,10,766.0,Pamlico,975
6330.0,40,633.0,Madison,1377
8024.0,182,802.0,Moore,8095
9812.0,83,981.0,Pitt,17735
8797.0,202,880.0,Union,21100
8452.0,349,845.0,Forsyth,32311
9177.0,196,918.0,Iredell,16684
6457.0,44,646.0,Carteret,4486
10682.0,218,1068.0,Cleveland,10463
9441.0,231,944.0,Alamance,16003
7277.0,155,728.0,Harnett,9895
7476.0,19,748.0,Cherokee,2139
9802.0,46,980.0,Yadkin,3692
7605.0,60,761.0,Pender,4796
10522.0,172,1052.0,Nash,9922
9142.0,83,914.0,Beaufort,4296
8627.0,31,863.0,Washington,999
9128.0,41,913.0,Bladen,2987
7688.0,55,769.0,Jackson,3378
5484.0,5,548.0,Camden,596
12741.0,8,1274.0,Hyde,629
