At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
9124,18783,18984,18984,19001,13015,13015,12907,6670,5897,5897,5804,2420,5897,13015,60231,53868,Robeson,72,72,72,34,89,1321,834,122048,15680,50178,53128,53964,16398,55680,59056,60319,1321,834,1390,1321,512,915,834,382,98425,20565,130625,109195,13800,2145,15409,15191,43520,42544,13741,40559,2015,12624,13880,14002,38414,13283,39047,36720,15408,43502,14001,39033,ROBESON COUNTY
1950,3040,3051,3051,3051,2329,2329,2323,1542,722,722,717,408,722,2329,6561,6013,Perquimans,,,,,,0,0,12861,2870,5805,5967,6027,3061,6294,6477,6583,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1092,232,1149,1139,5415,5338,2829,5202,214,986,1037,1041,4930,2656,4974,4819,1149,5412,1041,4972,PERQUIMANS COUNTY
16918,46078,47162,47162,47203,21568,21568,21186,9222,25575,25575,24873,7696,25577,21574,119041,110300,Johnston,19,19,19,0,52,3242,2145,196283,24944,99890,107445,110368,25948,106863,115251,119154,3225,2145,3311,3061,873,2176,2029,605,156585,28558,209339,175612,32982,3861,38570,37035,77273,74991,21214,70820,3736,30804,34587,35867,70713,20603,72325,67057,38569,77230,35863,72292,JOHNSTON COUNTY
12368,26034,26315,26315,26355,12493,12493,12385,6450,13822,13822,13649,5918,13822,12495,65566,61668,Randolph,0,0,0,0,38,770,554,135556,19758,57819,60683,61761,20077,61094,64259,65691,770,554,858,770,501,625,554,427,111702,26060,143667,123257,20400,3812,22501,21986,42332,41503,15764,39924,3883,19223,20668,21059,39461,15448,40077,38042,22500,42296,21057,40057,RANDOLPH COUNTY
688,1677,1718,1718,1718,1663,1663,1625,674,55,55,52,14,55,1663,3410,3263,Hyde,,,,,,,,4753,1037,3052,3185,3263,1056,3175,3315,3413,,,,,,,,,4098,1114,4937,4410,164,52,176,173,3237,3142,1004,3011,44,148,157,161,3028,993,3102,2904,176,3234,161,3102,HYDE COUNTY
1686,2994,3010,3010,3011,1667,1667,1653,999,1343,1343,1341,687,1343,1668,6778,6300,Alleghany,,,,,,10,0,10626,2582,6069,6224,6333,2694,6500,6670,6827,10,0,50,10,10,26,0,0,9249,3116,11137,9915,1323,350,1376,1370,5401,5290,2334,5167,332,1221,1258,1266,4966,2250,5041,4848,1376,5392,1266,5034,ALLEGHANY COUNTY
4691,9461,9532,9532,9552,5179,5179,5142,2647,4353,4353,4319,2044,4353,5181,29124,26412,Duplin,0,0,0,0,18,1992,1464,55126,7762,24405,25926,26471,8043,26672,28417,29200,1976,1464,2052,1776,419,1511,1293,301,44760,11405,58741,49644,7520,1505,8438,8305,18710,18136,6119,17376,1515,7136,7867,7950,16595,5946,17010,15976,8438,18694,7950,16998,DUPLIN COUNTY
1049,1876,1889,1889,1890,1646,1646,1641,966,243,243,235,83,243,1647,4782,4464,Gates,,,,,,52,41,11027,1753,4295,4435,4490,1852,4566,4729,4854,52,41,116,52,0,66,41,0,9230,2418,11562,10120,501,122,553,549,4185,4128,1730,4013,124,476,515,516,3879,1629,3908,3778,553,4177,516,3907,GATES COUNTY
9482,18474,18732,18732,18769,11603,11603,11452,6051,7070,7070,6963,3420,7070,11603,37177,35141,Haywood,59,59,59,11,96,1394,892,59266,13641,33149,34469,35230,14044,35040,36415,37274,1394,892,1481,1394,625,968,892,509,50968,15572,62317,54941,8011,1985,8505,8456,27288,26565,11434,25635,1849,7367,7812,7853,25765,11283,26409,24890,8505,27278,7853,26396,HAYWOOD COUNTY
6209,12304,12444,12444,12469,6905,6905,6816,3595,5539,5539,5488,2614,5539,6905,29116,27198,Stanly,0,0,0,0,25,663,473,59178,9540,25794,26872,27278,9907,27487,28654,29175,663,473,716,663,329,549,473,284,49282,12123,62806,54008,6832,1342,7304,7172,21155,20819,8236,19992,1315,6364,6681,6766,19718,7941,19963,18957,7304,21149,6766,19959,STANLY COUNTY
41480,136192,139089,139089,139097,39482,39482,38356,16290,99607,99607,97836,25190,99608,39489,240939,228570,Missing,,,,,,41475,48618,,43680,209431,220993,230184,49163,219295,231633,242819,41460,48618,43244,41317,9966,49987,48521,9818,,,,,85996,7447,97717,92942,101858,97231,31750,91982,8116,84708,91894,96053,80481,25746,84144,76202,97701,101763,96050,83902,MISSING COUNTY
8764,18131,18379,18379,18389,12194,12194,12097,6551,6146,6146,5995,2198,6146,12199,44879,41942,Wilson,39,39,39,15,44,522,345,76972,12804,39023,41185,42000,13129,41415,43817,44943,522,345,567,522,266,386,345,222,63224,15337,81801,69710,11819,1843,13601,13139,30775,30156,11020,29074,1816,10961,12163,12489,28677,10766,29125,27717,13598,30759,12487,29110,WILSON COUNTY
439,822,823,823,823,747,747,746,410,76,76,76,29,76,747,2044,1943,Tyrrell,,,,,,,,3827,669,1823,1910,1944,685,1912,2006,2046,,,,,,,,,3288,810,4016,3533,167,37,177,175,1869,1831,648,1745,37,142,147,147,1763,632,1797,1681,177,1867,147,1796,TYRRELL COUNTY
10324,22184,22407,22407,22414,11067,11067,10966,5121,11295,11295,11173,5177,11295,11068,64240,58855,Wayne,45,45,45,26,51,6488,5118,115046,15841,55184,57940,58920,16514,59852,62957,64317,6449,5094,6528,6347,892,5155,5007,653,94031,20802,123131,103693,17348,3153,19962,19261,37827,37247,12469,36157,3053,16199,17908,18430,34938,12135,35335,33978,19961,37791,18426,35311,WAYNE COUNTY
2448,4691,4712,4712,4712,2428,2428,2424,1290,2284,2284,2267,1158,2284,2428,12369,11618,Montgomery,,,,,,167,137,25757,4391,11180,11538,11664,4534,11875,12264,12463,167,137,258,167,105,182,137,95,21266,5743,27173,23512,2780,521,2981,2941,9224,9156,3908,8928,488,2602,2753,2785,8648,3808,8697,8441,2981,9221,2785,8696,MONTGOMERY COUNTY
6663,12994,13096,13096,13114,7765,7765,7731,4107,5298,5298,5230,2542,5299,7766,32339,30084,Lenoir,33,33,33,14,49,415,276,52801,10283,28412,29714,30118,10540,30360,31791,32361,415,276,431,415,237,306,276,196,43423,11303,55949,47933,9124,1709,10389,10081,21541,21295,8594,20821,1668,8505,9413,9640,20025,8419,20172,19631,10389,21535,9640,20168,LENOIR COUNTY
3269,6652,6719,6719,6729,4051,4051,4038,2051,2668,2668,2614,1218,2668,4051,18080,16697,Scotland,0,0,0,0,10,218,168,32530,5800,15880,16537,16736,6038,17085,17844,18128,218,168,262,218,125,207,168,99,26793,6531,34823,29381,4505,925,5148,5013,12718,12613,4988,12362,849,4105,4551,4643,11818,4852,11886,11607,5148,12714,4643,11886,SCOTLAND COUNTY
17133,42399,43183,43183,43194,20372,20372,19997,8867,22772,22772,22363,8252,22772,20374,103874,98201,Alamance,39,39,39,14,48,1753,1133,159560,26230,90045,95531,98275,27061,94590,100507,103964,1753,1133,1815,1737,785,1190,1122,654,132145,29035,169509,145046,24485,4444,27346,26323,74803,72431,21832,68368,4131,22889,24641,25449,69757,21445,71636,66034,27345,74776,25449,71619,ALAMANCE COUNTY
855,1809,1828,1828,1828,1267,1267,1252,648,561,561,557,207,561,1267,6446,5588,Camden,,,,,,1804,1322,10327,1399,5254,5495,5623,1615,6048,6328,6496,1804,1322,1846,1737,108,1355,1267,11,8407,1833,10867,9354,798,129,861,837,3789,3687,1378,3513,117,776,808,829,3365,1271,3439,3211,861,3781,829,3437,CAMDEN COUNTY
1926,4673,4722,4722,4722,3397,3397,3388,1448,1325,1325,1285,478,1325,3397,14952,13159,Greene,,,,,,3263,2248,20022,3382,12254,12924,13186,3785,13849,14622,15021,3154,2168,3328,2883,839,2274,1951,495,16884,3592,21069,18372,2470,391,2879,2813,8814,8655,2555,8496,372,2269,2590,2626,8166,2515,8286,8034,2879,8810,2626,8285,GREENE COUNTY
11369,23842,24122,24122,24132,10862,10862,10743,5880,13132,13132,12971,5399,13132,10863,65868,60996,Rowan,128,128,128,90,137,3858,3028,133830,19255,57392,60095,61089,19917,61692,64667,65971,3858,3028,3941,3858,1647,3104,3028,1483,110729,25371,142088,122048,20203,3476,21882,21409,40148,39400,14794,37631,3342,18602,19679,20071,37388,14430,37914,35762,21882,40128,20069,37899,ROWAN COUNTY
2304,3851,3876,3876,3876,3279,3279,3262,2065,597,597,589,239,597,3279,9395,8669,Northampton,,,,,,143,70,18570,3815,8286,8576,8685,3974,8893,9240,9425,143,70,170,143,93,83,70,57,16132,5256,19483,17363,1358,332,1513,1494,7742,7603,3549,7392,307,1271,1386,1396,7120,3451,7206,6945,1513,7739,1396,7203,NORTHAMPTON COUNTY
6223,12516,12669,12669,12679,5769,5769,5699,2913,6900,6900,6817,3310,6900,5769,33724,31335,Wilkes,0,0,0,0,10,245,184,64946,10668,29628,30909,31378,11068,31808,33181,33807,245,184,318,245,181,218,184,160,54628,15162,68412,59783,9941,2100,10570,10484,22919,22452,8787,21622,1970,9349,9875,9943,20850,8538,21217,20095,10570,22909,9943,21208,WILKES COUNTY
8572,19124,19448,19448,19450,6932,6932,6893,3478,12516,12516,12231,5094,12516,6934,44458,42132,Lincoln,,,,,,371,239,81663,13175,39365,41281,42168,13420,41322,43441,44487,371,239,392,371,238,272,239,199,67981,15456,86111,74647,14951,2247,17024,16480,27071,26590,10935,26000,2221,13959,15351,15836,25691,10755,26060,25167,17024,27063,15836,26057,LINCOLN COUNTY
9091,17439,17642,17642,17642,10359,10359,10261,6135,7283,7283,7178,2956,7283,10359,40491,38319,Caldwell,,,,,,319,202,78015,13552,36453,37888,38344,13844,38342,39929,40513,319,202,328,319,185,219,202,149,65842,16769,82178,71809,10512,1477,11447,11237,28738,28373,12182,27511,1408,9567,10185,10341,27501,11995,27784,26684,11447,28725,10341,27776,CALDWELL COUNTY
1746,3321,3368,3368,3368,2258,2258,2231,1229,1110,1110,1090,517,1110,2258,9268,8800,Polk,,,,,,128,100,19940,4099,8358,8685,8822,4225,8767,9126,9324,128,100,180,128,98,118,100,88,17478,6644,20724,18752,1677,762,1830,1787,7314,7211,3365,6962,749,1600,1706,1748,6879,3262,6956,6658,1830,7310,1748,6952,POLK COUNTY
