"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9071.0,217,907.0,Alamance,15376
10238.0,72,1024.0,Alexander,3839
8099.0,4,810.0,Alleghany,902
9192.0,51,919.0,Anson,2247
6746.0,40,675.0,Ashe,1835
10224.0,20,1022.0,Avery,1795
8856.0,79,886.0,Beaufort,4162
8508.0,40,851.0,Bertie,1612
8829.0,38,883.0,Bladen,2889
5450.0,131,545.0,Brunswick,7784
5752.0,287,575.0,Buncombe,15023
10045.0,136,1004.0,Burke,9089
8340.0,227,834.0,Cabarrus,18052
10312.0,66,1031.0,Caldwell,8474
5172.0,5,517.0,Camden,562
6231.0,43,623.0,Carteret,4329
8468.0,21,847.0,Caswell,1914
10749.0,272,1075.0,Catawba,17150
5465.0,75,547.0,Chatham,4070
7242.0,18,724.0,Cherokee,2072
9632.0,22,963.0,Chowan,1343
5752.0,18,575.0,Clay,646
10270.0,212,1027.0,Cleveland,10059
10287.0,140,1029.0,Columbus,5710
7934.0,113,793.0,Craven,8104
7021.0,260,702.0,Cumberland,23555
4845.0,15,484.0,Currituck,1345
4958.0,8,496.0,Dare,1835
8594.0,149,859.0,Davidson,14404
8092.0,28,809.0,Davie,3467
9545.0,124,955.0,Duplin,5607
6584.0,200,658.0,Durham,21168
8838.0,99,884.0,Edgecombe,4549
8151.0,338,815.0,Forsyth,31160
7422.0,43,742.0,Franklin,5172
10370.0,372,1037.0,Gaston,23283
5734.0,12,573.0,Gates,663
6528.0,12,653.0,Graham,551
8444.0,76,844.0,Granville,5104
10081.0,38,1008.0,Greene,2124
7259.0,537,726.0,Guilford,38991
9862.0,95,986.0,Halifax,4932
6890.0,147,689.0,Harnett,9369
6077.0,83,608.0,Haywood,3787
7289.0,127,729.0,Henderson,8558
8139.0,58,814.0,Hertford,1927
7322.0,53,732.0,Hoke,4044
12518.0,8,1252.0,Hyde,618
8820.0,185,882.0,Iredell,16036
7392.0,48,739.0,Jackson,3248
8335.0,181,834.0,Johnston,17449
7400.0,16,740.0,Jones,697
8639.0,66,864.0,Lee,5337
9544.0,104,954.0,Lenoir,5340
10024.0,66,1002.0,Lincoln,8632
10329.0,55,1033.0,McDowell,4726
7053.0,27,705.0,Macon,2529
6091.0,32,609.0,Madison,1325
9073.0,37,907.0,Martin,2036
8540.0,838,854.0,Mecklenburg,94829
8220.0,15,822.0,Mitchell,1230
11004.0,84,1100.0,Montgomery,2990
7680.0,170,768.0,Moore,7748
10091.0,167,1009.0,Nash,9516
6721.0,139,672.0,New Hanover,15760
8531.0,28,853.0,Northampton,1662
7275.0,133,728.0,Onslow,14400
5095.0,93,510.0,Orange,7565
7245.0,9,725.0,Pamlico,922
7556.0,74,756.0,Pasquotank,3009
7188.0,55,719.0,Pender,4533
6522.0,8,652.0,Perquimans,878
7308.0,61,731.0,Person,2886
9470.0,77,947.0,Pitt,17117
6423.0,26,642.0,Polk,1331
8943.0,196,894.0,Randolph,12848
9139.0,87,914.0,Richmond,4097
11420.0,199,1142.0,Robeson,14918
7364.0,59,736.0,Rockingham,6702
10252.0,269,1025.0,Rowan,14567
9940.0,193,994.0,Rutherford,6663
10357.0,89,1036.0,Sampson,6580
9853.0,72,985.0,Scotland,3431
10591.0,111,1059.0,Stanly,6652
7892.0,64,789.0,Stokes,3598
10087.0,129,1009.0,Surry,7241
8002.0,16,800.0,Swain,1142
5409.0,26,541.0,Transylvania,1860
7470.0,6,747.0,Tyrrell,300
8450.0,191,845.0,Union,20268
9379.0,78,938.0,Vance,4177
6565.0,519,657.0,Wake,72988
7916.0,18,792.0,Warren,1562
8316.0,28,832.0,Washington,963
6825.0,29,682.0,Watauga,3834
8238.0,210,824.0,Wayne,10143
8615.0,101,862.0,Wilkes,5894
10043.0,145,1004.0,Wilson,8215
9504.0,45,950.0,Yadkin,3580
7925.0,23,793.0,Yancey,1432
