Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,6116,"6,116",,Female,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,519007,"519,007",,Female,,Cases
Gender,,21,21,,Missing,,Deaths
Gender,,,,,Missing,,Percent of Cases
Gender,,,,,Missing,,Percent of Deaths
Gender,,3968,"3,968",,Missing,,Cases
Gender,,6643,"6,643",,Male,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,457523,"457,523",,Male,,Cases
Ethnicity,,80%,80%,,,Non-Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,9917,"9,917",,,Non-Hispanic,Deaths
Ethnicity,,521575,"521,575",,,Non-Hispanic,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,1970,"1,970",,,Missing,Deaths
Ethnicity,,328319,"328,319",,,Missing,Cases
Ethnicity,,20%,20%,,,Hispanic,Percent of Cases
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,893,893,,,Hispanic,Deaths
Ethnicity,,130604,"130,604",,,Hispanic,Cases
Age Group,,459,459,25-49,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,4%,4%,25-49,,,Percent of Deaths
Age Group,,385958,"385,958",25-49,,,Cases
Age Group,,7535,"7,535",75+,,,Deaths
Age Group,,6%,6%,75+,,,Percent of Cases
Age Group,,59%,59%,75+,,,Percent of Deaths
Age Group,,61168,"61,168",75+,,,Cases
Age Group,,1762,"1,762",50-64,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,14%,14%,50-64,,,Percent of Deaths
Age Group,,197415,"197,415",50-64,,,Cases
Age Group,,1,1,Missing,,,Deaths
Age Group,,,,Missing,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,165,165,Missing,,,Cases
Age Group,,3003,"3,003",65-74,,,Deaths
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,76816,"76,816",65-74,,,Cases
Age Group,,3,3,0-17,,,Deaths
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,122161,"122,161",0-17,,,Cases
Age Group,,17,17,18-24,,,Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,136815,"136,815",18-24,,,Cases
Race,White,7949,"7,949",,,,Deaths
Race,White,61%,61%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,White,498785,"498,785",,,,Cases
Race,Other,793,793,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Other,113195,"113,195",,,,Cases
Race,Missing,787,787,,,,Deaths
Race,Missing,,,,,,Percent of Cases
Race,Missing,,,,,,Percent of Deaths
Race,Missing,166805,"166,805",,,,Cases
Race,Black or African American,2975,"2,975",,,,Deaths
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Black or African American,173718,"173,718",,,,Cases
Race,Asian or Pacific Islander,132,132,,,,Deaths
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,15819,"15,819",,,,Cases
Race,American Indian Alaskan Native,144,144,,,,Deaths
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Cases
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,12176,"12,176",,,,Cases
