"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
8854.0,881,885.0,Mecklenburg,98308
11773.0,212,1177.0,Robeson,15378
5725.0,137,572.0,Brunswick,8176
5618.0,79,562.0,Chatham,4184
8818.0,76,882.0,Granville,5330
10716.0,380,1072.0,Gaston,24060
8413.0,225,841.0,Wayne,10359
8755.0,199,876.0,Johnston,18328
10634.0,89,1063.0,Caldwell,8739
7209.0,30,721.0,Watauga,4050
7702.0,150,770.0,Henderson,9044
10719.0,147,1072.0,Columbus,5950
8690.0,237,869.0,Cabarrus,18810
10631.0,291,1063.0,Rowan,15105
11074.0,286,1107.0,Catawba,17668
10388.0,72,1039.0,Lincoln,8945
5689.0,28,569.0,Transylvania,1956
6878.0,9,688.0,Perquimans,926
8909.0,104,891.0,Wilkes,6095
11061.0,111,1106.0,Stanly,6947
9588.0,53,959.0,Anson,2344
7812.0,78,781.0,Pasquotank,3111
10297.0,142,1030.0,Burke,9317
6591.0,27,659.0,Polk,1366
9861.0,107,986.0,Lenoir,5517
9954.0,82,995.0,Vance,4433
8241.0,18,824.0,Warren,1626
5925.0,12,592.0,Gates,685
5061.0,15,506.0,Currituck,1405
7595.0,6,759.0,Tyrrell,305
5074.0,8,507.0,Dare,1878
6729.0,12,673.0,Graham,568
,0,,Missing,2
6834.0,552,683.0,Wake,75977
9453.0,205,945.0,Randolph,13581
7569.0,559,757.0,Guilford,40661
5285.0,96,529.0,Orange,7847
8447.0,16,845.0,Mitchell,1264
7979.0,45,798.0,Franklin,5560
6797.0,210,680.0,Durham,21852
6058.0,293,606.0,Buncombe,15822
8405.0,34,840.0,Davie,3601
10105.0,79,1011.0,Scotland,3519
8827.0,168,883.0,Davidson,14795
8830.0,41,883.0,Bertie,1673
9501.0,91,950.0,Richmond,4259
10152.0,200,1015.0,Rutherford,6805
9847.0,128,985.0,Duplin,5784
10971.0,92,1097.0,Sampson,6970
10569.0,76,1057.0,Alexander,3963
7512.0,137,751.0,Onslow,14869
7754.0,64,775.0,Person,3062
8280.0,116,828.0,Craven,8457
8303.0,61,830.0,Hertford,1966
10722.0,61,1072.0,McDowell,4906
11438.0,88,1144.0,Montgomery,3108
9336.0,37,934.0,Martin,2095
6343.0,40,634.0,Madison,1380
7240.0,31,724.0,Macon,2596
9926.0,22,993.0,Chowan,1384
7669.0,10,767.0,Pamlico,976
7287.0,155,729.0,Harnett,9908
9189.0,196,919.0,Iredell,16706
8460.0,350,846.0,Forsyth,32342
9818.0,83,982.0,Pitt,17745
10697.0,218,1070.0,Cleveland,10477
10528.0,172,1053.0,Nash,9928
8811.0,203,881.0,Union,21133
7615.0,60,761.0,Pender,4802
6470.0,44,647.0,Carteret,4495
8029.0,182,803.0,Moore,8100
9148.0,83,915.0,Beaufort,4299
9812.0,46,981.0,Yadkin,3696
7476.0,19,748.0,Cherokee,2139
9451.0,231,945.0,Alamance,16020
8627.0,31,863.0,Washington,999
7695.0,55,769.0,Jackson,3381
9125.0,41,913.0,Bladen,2986
5484.0,5,548.0,Camden,596
12741.0,8,1274.0,Hyde,629
8102.0,26,810.0,Yancey,1464
7337.0,281,734.0,Cumberland,24617
10388.0,140,1039.0,Surry,7457
10200.0,42,1020.0,Greene,2149
7061.0,154,706.0,New Hanover,16555
10518.0,150,1052.0,Wilson,8604
8880.0,33,888.0,Northampton,1730
8116.0,74,812.0,Stokes,3700
6985.0,40,698.0,Ashe,1900
7580.0,54,758.0,Hoke,4187
9242.0,100,924.0,Edgecombe,4757
8922.0,73,892.0,Lee,5512
6273.0,88,627.0,Haywood,3909
10084.0,100,1008.0,Halifax,5043
7601.0,61,760.0,Rockingham,6918
8857.0,24,886.0,Caswell,2002
7856.0,16,786.0,Jones,740
8360.0,5,836.0,Alleghany,931
8226.0,16,823.0,Swain,1174
5903.0,18,590.0,Clay,663
10611.0,20,1061.0,Avery,1863
