At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
9108,18734,18930,18930,18947,12963,12963,12858,6655,5896,5896,5805,2419,5896,12963,60197,53840,Robeson,71,71,71,34,88,1318,834,122048,15680,50166,53116,53936,16398,55662,59037,60285,1318,834,1387,1318,512,915,834,382,98425,20565,130625,109195,13793,2144,15403,15186,43495,42533,13742,40551,2015,12618,13874,13996,38408,13283,39025,36714,15402,43477,13995,39011,ROBESON COUNTY
1948,3037,3048,3048,3048,2326,2326,2320,1540,722,722,717,408,722,2326,6562,6013,Perquimans,,,,,,0,0,12861,2871,5806,5968,6027,3062,6295,6478,6584,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1092,232,1149,1139,5416,5339,2830,5203,214,986,1037,1041,4931,2657,4974,4820,1149,5413,1041,4972,PERQUIMANS COUNTY
16875,45959,47034,47034,47074,21490,21490,21114,9194,25525,25525,24826,7681,25527,21496,119007,110240,Johnston,19,19,19,0,51,3235,2145,196283,24938,99854,107404,110308,25943,106842,115231,119120,3220,2145,3304,3056,873,2176,2029,605,156585,28558,209339,175612,32972,3859,38555,37026,77261,74985,21211,70814,3733,30784,34569,35847,70690,20600,72285,67041,38554,77218,35843,72252,JOHNSTON COUNTY
12358,26003,26282,26282,26321,12472,12472,12367,6444,13810,13810,13636,5914,13810,12474,65563,61659,Randolph,0,0,0,0,37,770,554,135556,19755,57816,60681,61752,20072,61094,64258,65688,770,554,858,770,501,625,554,427,111702,26060,143667,123257,20401,3810,22505,21989,42325,41499,15761,39923,3882,19216,20662,21052,39465,15446,40075,38046,22504,42289,21050,40055,RANDOLPH COUNTY
684,1670,1711,1711,1711,1656,1656,1618,670,55,55,52,14,55,1656,3410,3250,Hyde,,,,,,,,4753,1036,3039,3171,3250,1056,3175,3314,3413,,,,,,,,,4098,1114,4937,4410,164,52,176,173,3237,3141,1004,3011,44,148,157,161,3014,992,3089,2891,176,3234,161,3089,HYDE COUNTY
1683,2989,3005,3005,3006,1663,1663,1649,997,1342,1342,1340,686,1342,1664,6776,6298,Alleghany,,,,,,10,0,10626,2582,6067,6222,6331,2694,6498,6668,6824,10,0,49,10,10,26,0,0,9249,3116,11137,9915,1322,350,1375,1369,5400,5289,2334,5166,332,1220,1257,1265,4965,2250,5040,4847,1375,5391,1265,5033,ALLEGHANY COUNTY
4687,9444,9516,9516,9534,5166,5166,5130,2644,4350,4350,4314,2043,4350,5168,29115,26406,Duplin,0,0,0,0,16,1992,1464,55126,7759,24400,25919,26465,8040,26666,28411,29191,1976,1464,2052,1776,419,1511,1293,301,44760,11405,58741,49644,7514,1503,8434,8301,18705,18134,6118,17376,1513,7133,7866,7949,16589,5945,17005,15974,8434,18689,7949,16993,DUPLIN COUNTY
1039,1833,1843,1843,1843,1604,1604,1601,956,239,239,232,83,239,1604,4771,4443,Gates,,,,,,52,41,11027,1752,4288,4422,4469,1850,4559,4722,4843,52,41,116,52,0,66,41,0,9230,2418,11562,10120,501,122,553,549,4174,4121,1728,4006,124,476,515,516,3866,1628,3887,3771,553,4166,516,3886,GATES COUNTY
9465,18432,18689,18689,18726,11568,11568,11418,6037,7062,7062,6955,3417,7062,11568,37170,35135,Haywood,59,59,59,11,96,1392,892,59266,13641,33143,34463,35224,14042,35032,36407,37267,1392,892,1479,1392,624,968,892,509,50968,15572,62317,54941,8009,1985,8503,8454,27285,26561,11433,25631,1849,7365,7810,7851,25761,11283,26405,24886,8503,27275,7851,26392,HAYWOOD COUNTY
6191,12261,12395,12395,12418,6864,6864,6780,3581,5531,5531,5481,2610,5531,6864,29105,27183,Stanly,0,0,0,0,23,663,473,59178,9538,25780,26860,27263,9905,27478,28646,29164,663,473,716,663,329,549,473,284,49282,12123,62806,54008,6828,1342,7301,7169,21147,20814,8234,19987,1315,6362,6681,6765,19706,7939,19949,18945,7301,21141,6765,19945,STANLY COUNTY
