Demographic,Race,Value,calc.ValueComma,Age Group,Gender,Hispanic,Name
Gender,,5949,"5,949",,Female,,Deaths
Gender,,53%,53%,,Female,,Percent of Cases
Gender,,48%,48%,,Female,,Percent of Deaths
Gender,,502991,"502,991",,Female,,Cases
Gender,,22,22,,Missing,,Deaths
Gender,,,,,Missing,,Percent of Cases
Gender,,,,,Missing,,Percent of Deaths
Gender,,4022,"4,022",,Missing,,Cases
Gender,,6466,"6,466",,Male,,Deaths
Gender,,47%,47%,,Male,,Percent of Cases
Gender,,52%,52%,,Male,,Percent of Deaths
Gender,,443553,"443,553",,Male,,Cases
Ethnicity,,20%,20%,,,Hispanic,Percent of Cases
Ethnicity,,8%,8%,,,Hispanic,Percent of Deaths
Ethnicity,,870,870,,,Hispanic,Deaths
Ethnicity,,127218,"127,218",,,Hispanic,Cases
Ethnicity,,,,,,Missing,Percent of Cases
Ethnicity,,,,,,Missing,Percent of Deaths
Ethnicity,,1921,"1,921",,,Missing,Deaths
Ethnicity,,324791,"324,791",,,Missing,Cases
Ethnicity,,80%,80%,,,Non-Hispanic,Percent of Cases
Ethnicity,,92%,92%,,,Non-Hispanic,Percent of Deaths
Ethnicity,,9646,"9,646",,,Non-Hispanic,Deaths
Ethnicity,,498557,"498,557",,,Non-Hispanic,Cases
Age Group,,1704,"1,704",50-64,,,Deaths
Age Group,,20%,20%,50-64,,,Percent of Cases
Age Group,,14%,14%,50-64,,,Percent of Deaths
Age Group,,192723,"192,723",50-64,,,Cases
Age Group,,1,1,Missing,,,Deaths
Age Group,,,,Missing,,,Percent of Cases
Age Group,,,,Missing,,,Percent of Deaths
Age Group,,180,180,Missing,,,Cases
Age Group,,437,437,25-49,,,Deaths
Age Group,,39%,39%,25-49,,,Percent of Cases
Age Group,,4%,4%,25-49,,,Percent of Deaths
Age Group,,373939,"373,939",25-49,,,Cases
Age Group,,7361,"7,361",75+,,,Deaths
Age Group,,6%,6%,75+,,,Percent of Cases
Age Group,,59%,59%,75+,,,Percent of Deaths
Age Group,,60347,"60,347",75+,,,Cases
Age Group,,17,17,18-24,,,Deaths
Age Group,,14%,14%,18-24,,,Percent of Cases
Age Group,,0%,0%,18-24,,,Percent of Deaths
Age Group,,131766,"131,766",18-24,,,Cases
Age Group,,2914,"2,914",65-74,,,Deaths
Age Group,,8%,8%,65-74,,,Percent of Cases
Age Group,,23%,23%,65-74,,,Percent of Deaths
Age Group,,75452,"75,452",65-74,,,Cases
Age Group,,3,3,0-17,,,Deaths
Age Group,,12%,12%,0-17,,,Percent of Cases
Age Group,,0%,0%,0-17,,,Percent of Deaths
Age Group,,116159,"116,159",0-17,,,Cases
Race,White,7732,"7,732",,,,Deaths
Race,White,62%,62%,,,,Percent of Cases
Race,White,66%,66%,,,,Percent of Deaths
Race,White,484530,"484,530",,,,Cases
Race,Missing,771,771,,,,Deaths
Race,Missing,,,,,,Percent of Cases
Race,Missing,,,,,,Percent of Deaths
Race,Missing,165039,"165,039",,,,Cases
Race,Other,773,773,,,,Deaths
Race,Other,14%,14%,,,,Percent of Cases
Race,Other,7%,7%,,,,Percent of Deaths
Race,Other,108469,"108,469",,,,Cases
Race,Black or African American,2894,"2,894",,,,Deaths
Race,Black or African American,21%,21%,,,,Percent of Cases
Race,Black or African American,25%,25%,,,,Percent of Deaths
Race,Black or African American,165343,"165,343",,,,Cases
Race,Asian or Pacific Islander,130,130,,,,Deaths
Race,Asian or Pacific Islander,2%,2%,,,,Percent of Cases
Race,Asian or Pacific Islander,1%,1%,,,,Percent of Deaths
Race,Asian or Pacific Islander,15336,"15,336",,,,Cases
Race,American Indian Alaskan Native,137,137,,,,Deaths
Race,American Indian Alaskan Native,2%,2%,,,,Percent of Cases
Race,American Indian Alaskan Native,1%,1%,,,,Percent of Deaths
Race,American Indian Alaskan Native,11849,"11,849",,,,Cases
