First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
0.10393786538221893,0.024461464602060484,Missing or Undisclosed,0.06404178428429784,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.025179231607391446
,0.006214985715351359,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0010033348635432632
0.10300032336143922,0.1590145026959445,Missing or Undisclosed,0.05027382477939771,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.12966132655354473
0.06682884703305883,0.007548772145030785,Missing or Undisclosed,0.0359092166236757,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.006776238218537411
0.1596967265584464,0.7656992464616724,Missing or Undisclosed,0.09978043551742727,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.7992414277178179
,0.037061028379940415,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.03813844103916521
,0.013865768294774452,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0012270082407662838
0.04224189193141164,0.02762761345951174,Missing or Undisclosed,0.021012253492294044,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.022958474504962887
0.15888243963858928,0.9585066182457138,Missing or Undisclosed,0.09682280775806695,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9758145172542708
,0.0018202486886877442,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0016232296518470628
,0.0003991158245599047,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0005155138789330566
0.17477996666555304,0.6003843243115731,Female,0.10413209795427464,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.5975753805909024
0.1202669116735918,0.3910780398950058,Male,0.07275172422447151,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.39521275066063527
,0.005445444500904386,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.004227426829515087
,0.0008728267792691845,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008456983881670393
0.5976956680944555,0.268496563842274,Missing or Undisclosed,0.4469674390351213,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3354323127081627
0.0016949451791168628,0.0004284438244476932,Missing or Undisclosed,0.0005574150068226588,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.0002353896017442263
0.11961024601085693,0.15538548149243817,Missing or Undisclosed,0.05820544142034253,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12632113745368098
0.08680098412749644,0.188608367278368,Missing or Undisclosed,0.04772989015857833,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.17325952821959187
1.890348958417724e-05,4.462956504663471e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,7.455779240767349e-06
,6.0568695420432814e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,4.260445280438485e-05
0.0024387392052382783,0.0003723380855319238,Missing or Undisclosed,0.0020002672590909852,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0005101883223325086
0.030481926372948564,0.019251281665473356,Missing or Undisclosed,0.015624069364932106,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.016484727901336607
9.540983293738252e-06,3.8253912897115465e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.0651113201096213e-06
0.5506159532464157,0.3673803784204577,Missing or Undisclosed,0.3119383702752392,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.3477013300045054
1.9531073938636372e-05,8.288347794375016e-06,Missing or Undisclosed,6.009561211888114e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,10-14,4.260445280438485e-06
,,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,
0.5976956680944555,0.268496563842274,Missing or Undisclosed,0.4469674390351213,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3354323127081627
0.11961024601085693,0.15538548149243817,Missing or Undisclosed,0.05820544142034253,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12632113745368098
0.08680098412749644,0.188608367278368,Missing or Undisclosed,0.04772989015857833,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.17325952821959187
,0.0008779273009887999,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008009637127224352
0.030481926372948564,0.019251281665473356,Missing or Undisclosed,0.015624069364932106,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.016484727901336607
0.5506159532464157,0.3673803784204577,Missing or Undisclosed,0.3119383702752392,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.3477013300045054
0.08526293010170959,0.14881562618032698,Missing or Undisclosed,0.05304974186168733,Henderson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1484172288531396
0.07443946188340807,0.11795357650402653,Missing or Undisclosed,0.03811659192825112,Caswell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.11596180081855388
0.09040590405904059,0.13908929627439387,Missing or Undisclosed,0.053582410824108244,Stanly ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.15096382932640243
,0.017877088368959466,Missing or Undisclosed,,Wake ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0010565128736093649
0.10527423496232689,0.37968726279034465,Male,0.054636528181167654,Edgecombe ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.37514450867052024
,0.007770891836932314,Missing or Undisclosed,,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.009116948442084672
0.09032540493214651,0.15002423654871547,Missing or Undisclosed,0.039690646432219465,Hertford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1559633027522936
,,Missing or Undisclosed,,Martin ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.0037896731406916154,Missing or Undisclosed,,Caswell ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.005457025920873125
0.023641387780165796,0.00741097208854668,Missing or Undisclosed,0.005833589192508443,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.003509420022164758
0.0016849199663016006,0.0006016123210203345,Missing or Undisclosed,0.00016849199663016007,Randolph ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00010967317394165386
0.0830781010719755,0.11720226843100189,Missing or Undisclosed,0.0361791730474732,Warren ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1416791604197901
0.01059322033898305,0.004549590536851684,Missing or Undisclosed,0.005296610169491525,Mitchell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.003915426781519186
,0.02796635930692066,Missing or Undisclosed,,Wilkes ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0013736263736263735
,,Missing or Undisclosed,,Wayne ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
0.14999112793517477,0.6439072696341062,Female,0.09453480806766427,Cumberland ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.6288063576992682
0.0005244755244755245,0.00018581604211830288,Missing or Undisclosed,0.00034965034965034965,Rowan ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.0002067397146991937
