Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
31,802.0,8018.0,Watauga,4504
939,988.0,9883.0,Mecklenburg,109737
210,1003.0,10029.0,Johnston,20995
420,1164.0,11639.0,Gaston,26133
85,1141.0,11412.0,Lincoln,9827
152,630.0,6297.0,Brunswick,8994
158,854.0,8535.0,Henderson,10022
251,989.0,9894.0,Cabarrus,21416
152,1086.0,10865.0,Burke,9831
28,703.0,7026.0,Polk,1456
80,828.0,8284.0,Pasquotank,3299
80,971.0,9705.0,Granville,5866
243,891.0,8913.0,Wayne,10975
87,617.0,6166.0,Chatham,4592
10,562.0,5623.0,Dare,2081
300,1165.0,11648.0,Rowan,16550
6,792.0,7918.0,Tyrrell,318
112,1045.0,10447.0,Lenoir,5845
111,957.0,9568.0,Wilkes,6546
228,1241.0,12413.0,Robeson,16215
150,1130.0,11297.0,Columbus,6271
131,1224.0,12238.0,Stanly,7686
86,1094.0,10944.0,Vance,4874
298,1184.0,11839.0,Catawba,18889
20,899.0,8991.0,Warren,1774
104,1121.0,11210.0,Caldwell,9212
55,1032.0,10321.0,Anson,2523
13,631.0,6305.0,Gates,729
12,688.0,6883.0,Graham,581
10,733.0,7331.0,Perquimans,987
16,547.0,5475.0,Currituck,1520
32,671.0,6706.0,Transylvania,2306
0,,,Missing,3
218,769.0,7688.0,Durham,24716
108,1231.0,12307.0,Sampson,7819
720,771.0,7713.0,Wake,85752
680,863.0,8631.0,Guilford,46364
313,666.0,6655.0,Buncombe,17383
224,1032.0,10320.0,Randolph,14827
185,965.0,9647.0,Davidson,16170
132,1055.0,10548.0,Duplin,6196
101,570.0,5703.0,Orange,8467
22,1040.0,10399.0,Chowan,1450
35,850.0,8497.0,Macon,3047
142,835.0,8346.0,Onslow,16519
49,952.0,9521.0,Franklin,6635
93,1211.0,12111.0,Montgomery,3291
206,1074.0,10745.0,Rutherford,7202
92,1024.0,10243.0,Richmond,4592
43,922.0,9215.0,Bertie,1746
123,898.0,8983.0,Craven,9175
37,934.0,9340.0,Davie,4002
67,839.0,8387.0,Person,3312
84,1067.0,10671.0,Scotland,3716
83,1154.0,11540.0,Alexander,4327
63,878.0,8785.0,Hertford,2080
39,993.0,9933.0,Martin,2229
16,938.0,9376.0,Mitchell,1403
63,1131.0,11314.0,McDowell,5177
13,876.0,8762.0,Pamlico,1115
41,710.0,7097.0,Madison,1544
55,831.0,8312.0,Hoke,4591
5,905.0,9051.0,Alleghany,1008
299,829.0,8287.0,Cumberland,27804
164,802.0,8024.0,New Hanover,18814
58,956.0,9562.0,Northampton,1863
171,1166.0,11665.0,Wilson,9542
111,1057.0,10573.0,Edgecombe,5442
76,955.0,9550.0,Lee,5900
19,870.0,8695.0,Jones,819
109,1103.0,11026.0,Halifax,5514
158,1126.0,11258.0,Surry,8081
28,878.0,8777.0,Yancey,1586
106,812.0,8119.0,Rockingham,7389
44,1082.0,10822.0,Greene,2280
41,762.0,7617.0,Ashe,2072
80,868.0,8684.0,Stokes,3959
95,688.0,6879.0,Haywood,4287
18,846.0,8458.0,Swain,1207
27,948.0,9476.0,Caswell,2142
18,645.0,6446.0,Clay,724
20,1192.0,11915.0,Avery,2092
169,830.0,8301.0,Harnett,11287
206,1011.0,10109.0,Iredell,18378
20,867.0,8668.0,Cherokee,2480
373,921.0,9207.0,Forsyth,35199
181,1198.0,11979.0,Nash,11296
215,998.0,9978.0,Union,23934
224,1153.0,11534.0,Cleveland,11297
187,867.0,8673.0,Moore,8749
95,962.0,9618.0,Beaufort,4520
51,729.0,7288.0,Carteret,5063
86,1063.0,10633.0,Pitt,19219
264,1049.0,10487.0,Alamance,17777
47,1044.0,10444.0,Yadkin,3934
31,909.0,9093.0,Washington,1053
69,839.0,8394.0,Pender,5293
41,985.0,9853.0,Bladen,3224
55,814.0,8136.0,Jackson,3575
5,599.0,5991.0,Camden,651
8,1343.0,13429.0,Hyde,663
