Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
287,1096.0,10955.0,Alamance,18570
84,1175.0,11753.0,Alexander,4407
5,958.0,9581.0,Alleghany,1067
55,1064.0,10636.0,Anson,2600
41,791.0,7907.0,Ashe,2151
20,1223.0,12229.0,Avery,2147
95,994.0,9937.0,Beaufort,4670
43,939.0,9395.0,Bertie,1780
42,1013.0,10134.0,Bladen,3316
153,646.0,6461.0,Brunswick,9227
319,685.0,6853.0,Buncombe,17899
154,1110.0,11097.0,Burke,10041
260,1020.0,10202.0,Cabarrus,22083
110,1145.0,11452.0,Caldwell,9411
5,622.0,6221.0,Camden,676
53,743.0,7430.0,Carteret,5162
29,966.0,9662.0,Caswell,2184
305,1229.0,12286.0,Catawba,19602
88,631.0,6310.0,Chatham,4699
34,910.0,9101.0,Cherokee,2604
23,1057.0,10572.0,Chowan,1474
18,706.0,7061.0,Clay,793
226,1180.0,11798.0,Cleveland,11556
151,1147.0,11467.0,Columbus,6365
126,919.0,9193.0,Craven,9390
306,876.0,8765.0,Cumberland,29406
16,567.0,5666.0,Currituck,1573
10,576.0,5761.0,Dare,2132
187,1001.0,10008.0,Davidson,16774
38,965.0,9649.0,Davie,4134
132,1075.0,10752.0,Duplin,6316
224,792.0,7921.0,Durham,25464
111,1094.0,10936.0,Edgecombe,5629
379,949.0,9488.0,Forsyth,36274
51,1005.0,10045.0,Franklin,7000
434,1194.0,11944.0,Gaston,26817
13,643.0,6435.0,Gates,744
12,717.0,7167.0,Graham,605
82,992.0,9915.0,Granville,5993
44,1120.0,11197.0,Greene,2359
708,894.0,8940.0,Guilford,48024
112,1125.0,11252.0,Halifax,5627
174,867.0,8666.0,Harnett,11784
96,710.0,7101.0,Haywood,4425
161,874.0,8739.0,Henderson,10261
63,891.0,8907.0,Hertford,2109
56,867.0,8667.0,Hoke,4787
9,1353.0,13530.0,Hyde,668
216,1045.0,10449.0,Iredell,18996
56,824.0,8239.0,Jackson,3620
220,1047.0,10465.0,Johnston,21908
28,917.0,9173.0,Jones,864
79,980.0,9803.0,Lee,6056
117,1098.0,10976.0,Lenoir,6141
86,1183.0,11828.0,Lincoln,10185
63,1148.0,11476.0,McDowell,5251
38,875.0,8754.0,Macon,3139
42,737.0,7373.0,Madison,1604
43,1010.0,10098.0,Martin,2266
967,1017.0,10175.0,Mecklenburg,112976
16,982.0,9817.0,Mitchell,1469
94,1228.0,12281.0,Montgomery,3337
190,887.0,8870.0,Moore,8948
192,1229.0,12294.0,Nash,11593
167,825.0,8250.0,New Hanover,19344
59,970.0,9696.0,Northampton,1889
146,878.0,8779.0,Onslow,17376
101,576.0,5765.0,Orange,8559
13,879.0,8793.0,Pamlico,1119
83,855.0,8550.0,Pasquotank,3405
69,872.0,8719.0,Pender,5498
12,758.0,7584.0,Perquimans,1021
70,870.0,8696.0,Person,3434
93,1110.0,11101.0,Pitt,20065
29,720.0,7204.0,Polk,1493
230,1054.0,10538.0,Randolph,15139
96,1051.0,10511.0,Richmond,4712
240,1270.0,12698.0,Robeson,16587
110,850.0,8496.0,Rockingham,7732
306,1197.0,11965.0,Rowan,17001
213,1103.0,11031.0,Rutherford,7394
112,1257.0,12566.0,Sampson,7983
86,1097.0,10970.0,Scotland,3820
134,1256.0,12556.0,Stanly,7886
80,910.0,9098.0,Stokes,4148
164,1159.0,11586.0,Surry,8317
18,855.0,8549.0,Swain,1220
33,699.0,6991.0,Transylvania,2404
6,802.0,8018.0,Tyrrell,322
220,1027.0,10267.0,Union,24627
87,1117.0,11173.0,Vance,4976
724,796.0,7957.0,Wake,88461
20,912.0,9123.0,Warren,1800
31,951.0,9508.0,Washington,1101
31,840.0,8398.0,Watauga,4718
245,918.0,9180.0,Wayne,11304
113,987.0,9865.0,Wilkes,6749
177,1189.0,11891.0,Wilson,9727
50,1083.0,10826.0,Yadkin,4078
28,905.0,9049.0,Yancey,1635
