First Doses ~ Percent of Population Vaccinated,First Doses ~ Percent of Total,Gender,Second Doses ~ Percent of Population Vaccinated,County,Demographic,Ethnicity,Aggregation Level,Race,Age Group,Second Doses ~ Percent of Total
0.11092177908293466,0.024797402586391196,Missing or Undisclosed,0.0666993557894965,North Carolina,Race,Missing or Undisclosed,Statewide,Asian or Pacific Islander,Missing or Undisclosed,0.025068114897308393
,0.0076127329469028535,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.001104703491473929
0.10962159278016088,0.1607588750112798,Missing or Undisclosed,0.05461091524502579,North Carolina,Race,Missing or Undisclosed,Statewide,Black or African-American,Missing or Undisclosed,0.13463841069312255
0.07004611416218413,0.007515832607085474,Missing or Undisclosed,0.039572385688241174,North Carolina,Race,Missing or Undisclosed,Statewide,American Indian or Alaskan Native,Missing or Undisclosed,0.007138319058731536
0.1673551548586487,0.7622229180204957,Missing or Undisclosed,0.10365326470524877,North Carolina,Race,Missing or Undisclosed,Statewide,White,Missing or Undisclosed,0.7936637873104695
,0.03709223882784504,Missing or Undisclosed,,North Carolina,Race,Missing or Undisclosed,Statewide,Other,Missing or Undisclosed,0.03838666454889408
,0.01658873254961146,Missing or Undisclosed,,North Carolina,Ethnicity,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0014376417787660717
0.04695904779544369,0.02917426981051744,Missing or Undisclosed,0.022320462454792703,North Carolina,Ethnicity,Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.023312807229749818
0.1665161387551,0.9542369976398711,Missing or Undisclosed,0.10122905176715823,North Carolina,Ethnicity,Non-Hispanic,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.9752495509914841
,0.0018847116094480253,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.001668764076060617
,0.0003718550540491927,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0005284249880875292
0.18356051241503984,0.5989597748520604,Female,0.1088158104762223,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.5969267861579125
0.1269889166521576,0.3922507586993794,Male,0.07616821403754787,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.3955327216228654
,0.005648684184229349,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.004494157798493938
,0.0008842156008335852,Missing or Undisclosed,,North Carolina,Gender,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0008491453565799602
0.6067023755794183,0.2588898491443397,Missing or Undisclosed,0.4605697530180844,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3304040873011025
0.002290193783687666,0.0005499094284636269,Missing or Undisclosed,0.0005876818850211742,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,15-17,0.00023723125669440135
0.13318803117207412,0.16435690575412387,Missing or Undisclosed,0.06032264539581752,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12514508778574657
0.09555807569918091,0.19723519105416062,Missing or Undisclosed,0.04896782513398248,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.16991765122728994
1.890348958417724e-05,4.23938986701034e-06,Missing or Undisclosed,1.890348958417724e-05,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,2-4,7.1271192998318e-06
,5.935145813814476e-05,Missing or Undisclosed,,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,3.970823609906289e-05
0.00244709105183156,0.00035489749458115133,Missing or Undisclosed,0.0020169709522775484,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,0-1,0.0004917712316883942
0.035094343051140384,0.021054021333821064,Missing or Undisclosed,0.016065221934065357,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01620299664821761
9.540983293738252e-06,3.63376274315172e-06,Missing or Undisclosed,1.5901638822897089e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,5-9,1.0181598999759714e-06
0.5640358219908496,0.3574823111457799,Missing or Undisclosed,0.33556551884935426,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.35754924839436186
2.4038244847552456e-05,9.690033981737919e-06,Missing or Undisclosed,6.009561211888114e-06,North Carolina,Age Group K-12,Missing or Undisclosed,Statewide,Missing or Undisclosed,10-14,4.072639599903886e-06
,,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,
0.6067023755794183,0.2588898491443397,Missing or Undisclosed,0.4605697530180844,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,75+,0.3304040873011025
0.13318803117207412,0.16435690575412387,Missing or Undisclosed,0.06032264539581752,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,50-64,0.12514508778574657
0.09555807569918091,0.19723519105416062,Missing or Undisclosed,0.04896782513398248,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,25-49,0.16991765122728994
,0.0009817215677748229,Missing or Undisclosed,,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,Missing or Undisclosed,0.0007809286432815701
0.035094343051140384,0.021054021333821064,Missing or Undisclosed,0.016065221934065357,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,18-24,0.01620299664821761
0.5640358219908496,0.3574823111457799,Missing or Undisclosed,0.33556551884935426,North Carolina,Age Group,Missing or Undisclosed,Statewide,Missing or Undisclosed,65-74,0.35754924839436186
0.09160045753856617,0.14920938664518077,Missing or Undisclosed,0.05453365072495131,Henderson ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.1458695112875217
0.07653213751868461,0.11895910780669144,Missing or Undisclosed,0.03856502242152467,Caswell ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.11471765228990663
0.09609471094710947,0.14394288346384154,Missing or Undisclosed,0.05396678966789668,Stanly ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,50-64,0.15083798882681565
,0.02195819752416896,Missing or Undisclosed,,Wake ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.001437237332487511
0.10931514921917751,0.37730640708993174,Male,0.057372563875910255,Edgecombe ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.3748624862486249
,0.007631822386679,Missing or Undisclosed,,New Hanover ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.009368148295794299
0.09543265723041004,0.1525898273448437,Missing or Undisclosed,0.042171311834233186,Hertford ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.15339702760084925
,,Missing or Undisclosed,,Martin ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,
,0.0037174721189591076,Missing or Undisclosed,,Caswell ,Gender,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.005335704757670075
0.027018728891618052,0.008185285089759091,Missing or Undisclosed,0.005833589192508443,Beaufort ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.0034080717488789236
0.0021903959561920807,0.0007411208026908386,Missing or Undisclosed,0.00016849199663016007,Randolph ,Age Group K-12,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.00010690613641223006
0.09666921898928024,0.1279128672745694,Missing or Undisclosed,0.040007656967840734,Warren ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,25-49,0.12736136502132847
0.012711864406779662,0.005345211581291759,Missing or Undisclosed,0.005296610169491525,Mitchell ,Age Group,Missing or Undisclosed,County,Missing or Undisclosed,18-24,0.003897116134060795
,0.034114339268978444,Missing or Undisclosed,,Wilkes ,Ethnicity,Missing or Undisclosed,County,Missing or Undisclosed,Missing or Undisclosed,0.001396891915488039
