Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
277,1080.0,10798.0,Alamance,18304
84,1172.0,11724.0,Alexander,4396
5,945.0,9446.0,Alleghany,1052
55,1057.0,10574.0,Anson,2585
41,782.0,7819.0,Ashe,2127
20,1212.0,12121.0,Avery,2128
95,982.0,9818.0,Beaufort,4614
43,933.0,9331.0,Bertie,1768
42,1001.0,10009.0,Bladen,3275
153,641.0,6414.0,Brunswick,9160
316,679.0,6791.0,Buncombe,17737
153,1104.0,11041.0,Burke,9990
257,1013.0,10132.0,Cabarrus,21931
104,1139.0,11395.0,Caldwell,9364
5,610.0,6101.0,Camden,663
54,739.0,7386.0,Carteret,5131
28,962.0,9622.0,Caswell,2175
303,1220.0,12197.0,Catawba,19461
88,625.0,6249.0,Chatham,4654
34,904.0,9042.0,Cherokee,2587
23,1051.0,10507.0,Chowan,1465
18,688.0,6883.0,Clay,773
224,1172.0,11716.0,Cleveland,11475
151,1143.0,11429.0,Columbus,6344
124,912.0,9123.0,Craven,9318
304,862.0,8623.0,Cumberland,28931
16,560.0,5601.0,Currituck,1555
10,572.0,5723.0,Dare,2118
187,991.0,9907.0,Davidson,16605
37,952.0,9518.0,Davie,4078
133,1070.0,10700.0,Duplin,6285
222,786.0,7863.0,Durham,25277
111,1084.0,10839.0,Edgecombe,5579
378,938.0,9380.0,Forsyth,35861
51,990.0,9903.0,Franklin,6901
426,1184.0,11839.0,Gaston,26582
13,639.0,6392.0,Gates,739
12,703.0,7025.0,Graham,593
82,985.0,9852.0,Granville,5955
44,1111.0,11106.0,Greene,2340
700,886.0,8859.0,Guilford,47588
112,1119.0,11190.0,Halifax,5596
173,857.0,8565.0,Harnett,11647
96,703.0,7032.0,Haywood,4382
159,869.0,8688.0,Henderson,10201
63,888.0,8878.0,Hertford,2102
55,848.0,8477.0,Hoke,4682
9,1355.0,13551.0,Hyde,669
208,1035.0,10352.0,Iredell,18820
56,820.0,8196.0,Jackson,3601
221,1033.0,10329.0,Johnston,21622
27,903.0,9035.0,Jones,851
78,973.0,9728.0,Lee,6010
116,1078.0,10783.0,Lenoir,6033
85,1171.0,11712.0,Lincoln,10085
63,1143.0,11430.0,McDowell,5230
37,873.0,8726.0,Macon,3129
41,726.0,7263.0,Madison,1580
40,1001.0,10013.0,Martin,2247
952,1010.0,10098.0,Mecklenburg,112120
16,973.0,9730.0,Mitchell,1456
93,1224.0,12244.0,Montgomery,3327
188,882.0,8824.0,Moore,8902
190,1222.0,12217.0,Nash,11520
166,820.0,8196.0,New Hanover,19218
59,963.0,9629.0,Northampton,1876
144,866.0,8655.0,Onslow,17132
101,575.0,5753.0,Orange,8542
13,879.0,8785.0,Pamlico,1118
80,849.0,8487.0,Pasquotank,3380
69,863.0,8631.0,Pender,5443
12,752.0,7524.0,Perquimans,1013
70,855.0,8554.0,Person,3378
90,1097.0,10968.0,Pitt,19824
29,714.0,7137.0,Polk,1479
227,1047.0,10475.0,Randolph,15049
93,1040.0,10404.0,Richmond,4664
240,1261.0,12609.0,Robeson,16471
110,843.0,8425.0,Rockingham,7668
305,1187.0,11872.0,Rowan,16868
211,1096.0,10961.0,Rutherford,7347
111,1250.0,12504.0,Sampson,7944
85,1091.0,10909.0,Scotland,3799
132,1246.0,12456.0,Stanly,7823
79,896.0,8964.0,Stokes,4087
161,1146.0,11455.0,Surry,8223
18,853.0,8528.0,Swain,1217
32,694.0,6939.0,Transylvania,2386
6,797.0,7968.0,Tyrrell,320
219,1019.0,10189.0,Union,24439
86,1110.0,11099.0,Vance,4943
723,789.0,7886.0,Wake,87676
20,908.0,9082.0,Warren,1792
31,928.0,9283.0,Washington,1075
31,825.0,8254.0,Watauga,4637
245,910.0,9101.0,Wayne,11206
113,976.0,9761.0,Wilkes,6678
173,1185.0,11848.0,Wilson,9692
49,1070.0,10704.0,Yadkin,4032
28,898.0,8982.0,Yancey,1623
