At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - NC,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 18Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,county1
8856,17704,17845,17845,17860,12220,12220,12142,6461,5563,5563,5500,2364,5563,12220,59304,53140,Robeson,62,62,62,31,77,910,654,122048,15591,49667,52571,53174,16257,54943,58274,59333,910,654,920,910,421,674,654,361,98425,20565,130625,109195,13671,2133,15241,15057,43172,42307,13703,40362,1999,12470,13716,13799,38201,13231,38701,36543,15240,43154,13798,38688,ROBESON COUNTY
1931,2979,2987,2987,2987,2288,2288,2285,1530,699,699,694,401,699,2288,6538,5992,Perquimans,,,,,,0,0,12861,2857,5793,5953,6006,3047,6276,6456,6560,0,0,19,0,0,12,0,0,10957,3671,13463,11854,1081,230,1137,1127,5404,5329,2817,5195,212,978,1029,1031,4924,2645,4963,4815,1137,5401,1031,4961,PERQUIMANS COUNTY
16478,43733,44483,44483,44523,20459,20459,20179,8982,24007,24007,23537,7496,24009,20465,116402,108286,Johnston,17,17,17,0,49,1401,1116,196283,24757,98487,105830,108333,25553,104738,112906,116457,1401,1116,1413,1401,557,1127,1116,505,156585,28558,209339,175612,32688,3830,38100,36701,76944,74804,21166,70649,3706,30533,34295,35379,70419,20546,71827,66838,38099,76902,35375,71795,JOHNSTON COUNTY
12037,24889,25092,25092,25128,11892,11892,11825,6251,13200,13200,13064,5786,13200,11894,65082,61086,Randolph,0,0,0,0,34,759,554,135556,19702,57452,60274,61125,20032,60727,63857,65118,759,554,759,759,501,571,554,427,111702,26060,143667,123257,20232,3793,22281,21803,42078,41295,15738,39736,3859,19006,20443,20759,39277,15416,39795,37892,22280,42043,20757,39775,RANDOLPH COUNTY
659,1440,1469,1469,1469,1420,1420,1391,646,49,49,49,13,49,1420,3396,3225,Hyde,,,,,,,,4753,1031,3020,3150,3225,1051,3165,3303,3399,,,,,,,,,4098,1114,4937,4410,162,52,174,171,3225,3132,999,3003,44,145,154,158,2996,987,3067,2875,174,3222,158,3067,HYDE COUNTY
1659,2929,2945,2945,2946,1638,1638,1624,986,1307,1307,1305,673,1307,1639,6751,6274,Alleghany,,,,,,10,0,10626,2576,6056,6209,6307,2689,6478,6649,6785,10,0,35,10,10,26,0,0,9249,3116,11137,9915,1311,350,1364,1358,5386,5281,2329,5157,328,1212,1249,1257,4960,2248,5024,4844,1364,5377,1257,5017,ALLEGHANY COUNTY
4521,8966,9004,9004,9020,4863,4863,4856,2549,4141,4141,4110,1972,4141,4865,27179,24822,Duplin,0,0,0,0,14,270,216,55126,7592,23156,24455,24846,7779,25047,26565,27215,270,216,290,270,184,228,216,161,44760,11405,58741,49644,7456,1495,8374,8243,18551,18052,6100,17321,1502,7053,7777,7835,16462,5929,16783,15887,8374,18535,7835,16771,DUPLIN COUNTY
1016,1767,1772,1772,1772,1560,1560,1557,936,212,212,210,80,212,1560,4715,4387,Gates,,,,,,0,,11027,1748,4238,4368,4388,1850,4508,4669,4738,0,,15,0,0,,,,9230,2418,11562,10120,501,122,553,549,4170,4120,1728,4007,122,469,507,508,3861,1626,3880,3769,553,4162,508,3879,GATES COUNTY
9310,17883,18079,18079,18124,11204,11204,11096,5953,6827,6827,6739,3346,6827,11204,36973,34913,Haywood,48,48,48,11,93,1317,876,59266,13611,33024,34325,34973,14006,34868,36238,37016,1317,876,1350,1317,613,923,876,509,50968,15572,62317,54941,7964,1975,8456,8410,27210,26511,11418,25587,1840,7313,7748,7783,25701,11262,26267,24835,8456,27200,7783,26254,HAYWOOD COUNTY
6031,11621,11721,11721,11741,6401,6401,6339,3479,5320,5320,5282,2552,5320,6401,28741,26881,Stanly,0,0,0,0,20,468,358,59178,9504,25558,26622,26917,9877,27174,28333,28760,468,358,481,468,329,390,358,284,49282,12123,62806,54008,6766,1331,7220,7104,21059,20761,8217,19940,1302,6307,6624,6684,19640,7918,19843,18893,7220,21053,6684,19839,STANLY COUNTY
