Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
952,1009.0,10087.0,Mecklenburg,112005
303,1186.0,11864.0,Rowan,16857
85,1169.0,11687.0,Lincoln,10064
153,640.0,6404.0,Brunswick,9146
159,867.0,8674.0,Henderson,10185
82,984.0,9837.0,Granville,5946
257,1012.0,10118.0,Cabarrus,21901
221,1032.0,10320.0,Johnston,21604
55,1056.0,10558.0,Anson,2581
245,909.0,9094.0,Wayne,11198
427,1183.0,11826.0,Gaston,26553
151,1142.0,11416.0,Columbus,6337
29,714.0,7141.0,Polk,1480
104,1139.0,11390.0,Caldwell,9360
88,625.0,6245.0,Chatham,4651
116,1073.0,10735.0,Lenoir,6006
86,1109.0,11090.0,Vance,4939
10,572.0,5718.0,Dare,2116
153,1103.0,11033.0,Burke,9983
132,1244.0,12441.0,Stanly,7814
235,1259.0,12595.0,Robeson,16452
12,703.0,7025.0,Graham,593
113,974.0,9744.0,Wilkes,6666
31,824.0,8238.0,Watauga,4628
303,1219.0,12185.0,Catawba,19442
80,848.0,8480.0,Pasquotank,3377
32,694.0,6939.0,Transylvania,2386
12,754.0,7539.0,Perquimans,1015
13,639.0,6392.0,Gates,739
20,908.0,9077.0,Warren,1791
16,559.0,5590.0,Currituck,1552
6,797.0,7968.0,Tyrrell,320
0,,,Missing,8
222,785.0,7854.0,Durham,25250
701,882.0,8816.0,Guilford,47358
723,787.0,7874.0,Wake,87537
101,575.0,5750.0,Orange,8537
316,678.0,6782.0,Buncombe,17715
187,989.0,9887.0,Davidson,16571
37,951.0,9508.0,Davie,4074
93,1223.0,12229.0,Montgomery,3323
124,912.0,9115.0,Craven,9310
227,1046.0,10462.0,Randolph,15031
51,987.0,9873.0,Franklin,6880
70,854.0,8544.0,Person,3374
110,1249.0,12495.0,Sampson,7938
93,1040.0,10404.0,Richmond,4664
210,1095.0,10946.0,Rutherford,7337
133,1069.0,10694.0,Duplin,6282
143,863.0,8631.0,Onslow,17084
63,1141.0,11415.0,McDowell,5223
43,932.0,9315.0,Bertie,1765
23,1051.0,10507.0,Chowan,1465
40,1000.0,10004.0,Martin,2245
85,1090.0,10901.0,Scotland,3796
63,888.0,8878.0,Hertford,2102
37,872.0,8721.0,Macon,3127
84,1173.0,11726.0,Alexander,4397
41,724.0,7244.0,Madison,1576
16,969.0,9690.0,Mitchell,1450
13,878.0,8777.0,Pamlico,1117
208,1034.0,10342.0,Iredell,18803
378,937.0,9371.0,Forsyth,35824
90,1095.0,10949.0,Pitt,19790
219,1018.0,10176.0,Union,24408
189,1221.0,12206.0,Nash,11510
188,882.0,8818.0,Moore,8896
224,1171.0,11705.0,Cleveland,11465
173,855.0,8548.0,Harnett,11623
34,902.0,9024.0,Cherokee,2582
49,1069.0,10688.0,Yadkin,4026
31,927.0,9275.0,Washington,1074
56,820.0,8196.0,Jackson,3601
95,980.0,9799.0,Beaufort,4605
277,1073.0,10730.0,Alamance,18189
42,1000.0,9996.0,Bladen,3271
69,862.0,8620.0,Pender,5436
54,739.0,7386.0,Carteret,5131
5,610.0,6101.0,Camden,663
9,1355.0,13551.0,Hyde,669
96,703.0,7029.0,Haywood,4380
55,847.0,8466.0,Hoke,4676
304,861.0,8608.0,Cumberland,28881
44,1108.0,11083.0,Greene,2335
166,819.0,8187.0,New Hanover,19197
112,1118.0,11178.0,Halifax,5590
173,1184.0,11841.0,Wilson,9686
59,962.0,9624.0,Northampton,1875
111,1083.0,10833.0,Edgecombe,5576
79,896.0,8956.0,Stokes,4083
110,836.0,8363.0,Rockingham,7611
78,972.0,9720.0,Lee,6005
41,781.0,7812.0,Ashe,2125
28,962.0,9622.0,Caswell,2175
5,944.0,9437.0,Alleghany,1051
161,1144.0,11440.0,Surry,8212
18,686.0,6856.0,Clay,770
18,853.0,8528.0,Swain,1217
27,907.0,9067.0,Jones,854
28,898.0,8977.0,Yancey,1622
20,1211.0,12115.0,Avery,2127
