Age Group,calc.ValueComma,Name
0-17,"50,799",Cases
0-17,11%,Percent of Cases
0-17,1,Deaths
0-17,0%,Percent of Deaths
18-24,"67,230",Cases
18-24,15%,Percent of Cases
18-24,9,Deaths
18-24,0%,Percent of Deaths
25-49,"181,783",Cases
25-49,40%,Percent of Cases
25-49,229,Deaths
25-49,4%,Percent of Deaths
50-64,"90,689",Cases
50-64,20%,Percent of Cases
50-64,838,Deaths
50-64,14%,Percent of Deaths
65-74,"36,346",Cases
65-74,8%,Percent of Cases
65-74,"1,388",Deaths
65-74,23%,Percent of Deaths
75+,"30,672",Cases
75+,7%,Percent of Cases
75+,"3,600",Deaths
75+,59%,Percent of Deaths
Missing,141,Cases
Missing,,Percent of Cases
Missing,0,Deaths
Missing,,Percent of Deaths
