Age Group,calc.ValueComma,Name
0-17,"13,084",Cases
0-17,11%,Percent of Cases
0-17,1,Deaths
0-17,0%,Percent of Deaths
18-24,"16,312",Cases
18-24,14%,Percent of Cases
18-24,2,Deaths
18-24,0%,Percent of Deaths
25-49,"52,089",Cases
25-49,44%,Percent of Cases
25-49,100,Deaths
25-49,5%,Percent of Deaths
50-64,"22,255",Cases
50-64,19%,Percent of Cases
50-64,291,Deaths
50-64,16%,Percent of Deaths
65-74,"7,561",Cases
65-74,6%,Percent of Cases
65-74,407,Deaths
65-74,22%,Percent of Deaths
75+,"6,504",Cases
75+,6%,Percent of Cases
75+,"1,064",Deaths
75+,57%,Percent of Deaths
Missing,45,Cases
Missing,,Percent of Cases
Missing,0,Deaths
Missing,,Percent of Deaths
