Age Group,calc.ValueComma,Name
0-17,"41,612",Cases
0-17,11%,Percent of Cases
0-17,1,Deaths
0-17,0%,Percent of Deaths
18-24,"58,225",Cases
18-24,15%,Percent of Cases
18-24,8,Deaths
18-24,0%,Percent of Deaths
25-49,"152,191",Cases
25-49,40%,Percent of Cases
25-49,207,Deaths
25-49,4%,Percent of Deaths
50-64,"75,113",Cases
50-64,20%,Percent of Cases
50-64,764,Deaths
50-64,14%,Percent of Deaths
65-74,"29,805",Cases
65-74,8%,Percent of Cases
65-74,"1,265",Deaths
65-74,23%,Percent of Deaths
75+,"25,508",Cases
75+,7%,Percent of Cases
75+,"3,222",Deaths
75+,59%,Percent of Deaths
Missing,80,Cases
Missing,,Percent of Cases
Missing,0,Deaths
Missing,,Percent of Deaths
