Age Group,calc.ValueComma,Name
0-17,"125,424",Cases
0-17,13%,Percent of Cases
0-17,3,Deaths
0-17,0%,Percent of Deaths
18-24,"139,070",Cases
18-24,14%,Percent of Cases
18-24,18,Deaths
18-24,0%,Percent of Deaths
25-49,"391,927",Cases
25-49,39%,Percent of Cases
25-49,478,Deaths
25-49,4%,Percent of Deaths
50-64,"199,919",Cases
50-64,20%,Percent of Cases
50-64,"1,809",Deaths
50-64,14%,Percent of Deaths
65-74,"77,644",Cases
65-74,8%,Percent of Cases
65-74,"3,047",Deaths
65-74,24%,Percent of Deaths
75+,"61,690",Cases
75+,6%,Percent of Cases
75+,"7,602",Deaths
75+,59%,Percent of Deaths
Missing,80,Cases
Missing,,Percent of Cases
Missing,1,Deaths
Missing,,Percent of Deaths
