Age Group,calc.ValueComma,Name
0-17,"20,626",Cases
0-17,11%,Percent of Cases
0-17,1,Deaths
0-17,0%,Percent of Deaths
18-24,"31,447",Cases
18-24,16%,Percent of Cases
18-24,3,Deaths
18-24,0%,Percent of Deaths
25-49,"78,391",Cases
25-49,41%,Percent of Cases
25-49,150,Deaths
25-49,5%,Percent of Deaths
50-64,"35,699",Cases
50-64,19%,Percent of Cases
50-64,481,Deaths
50-64,15%,Percent of Deaths
65-74,"13,152",Cases
65-74,7%,Percent of Cases
65-74,738,Deaths
65-74,23%,Percent of Deaths
75+,"11,671",Cases
75+,6%,Percent of Cases
75+,"1,834",Deaths
75+,57%,Percent of Deaths
Missing,33,Cases
Missing,,Percent of Cases
Missing,0,Deaths
Missing,,Percent of Deaths
