Age Group,calc.ValueComma,Name
0-17,"121,736",Cases
0-17,12%,Percent of Cases
0-17,3,Deaths
0-17,0%,Percent of Deaths
18-24,"136,533",Cases
18-24,14%,Percent of Cases
18-24,17,Deaths
18-24,0%,Percent of Deaths
25-49,"385,154",Cases
25-49,39%,Percent of Cases
25-49,458,Deaths
25-49,4%,Percent of Deaths
50-64,"197,100",Cases
50-64,20%,Percent of Cases
50-64,"1,753",Deaths
50-64,14%,Percent of Deaths
65-74,"76,743",Cases
65-74,8%,Percent of Cases
65-74,"3,000",Deaths
65-74,24%,Percent of Deaths
75+,"61,125",Cases
75+,6%,Percent of Cases
75+,"7,506",Deaths
75+,59%,Percent of Deaths
Missing,175,Cases
Missing,,Percent of Cases
Missing,1,Deaths
Missing,,Percent of Deaths
