Age Group,calc.ValueComma,Name
0-17,"19,952",Cases
0-17,11%,Percent of Cases
0-17,1,Deaths
0-17,0%,Percent of Deaths
18-24,"30,116",Cases
18-24,16%,Percent of Cases
18-24,3,Deaths
18-24,0%,Percent of Deaths
25-49,"75,765",Cases
25-49,41%,Percent of Cases
25-49,146,Deaths
25-49,5%,Percent of Deaths
50-64,"34,214",Cases
50-64,19%,Percent of Cases
50-64,457,Deaths
50-64,15%,Percent of Deaths
65-74,"12,505",Cases
65-74,7%,Percent of Cases
65-74,701,Deaths
65-74,23%,Percent of Deaths
75+,"11,105",Cases
75+,6%,Percent of Cases
75+,"1,739",Deaths
75+,57%,Percent of Deaths
Missing,83,Cases
Missing,,Percent of Cases
Missing,0,Deaths
Missing,,Percent of Deaths
