OBJECTID,ZIPCode,Cases,Deaths,TotalPop,Place,Note,RatePer10K,RatePer100K,Shape__Area,Shape__Length,DataGatherTS
1,27006,196,3,14872,Advance,"",127.756858526089,131.79128563744,1744189234.37061,355282.663136038,202011021453
2,27007,46,0,2136,Ararat,"",205.992509363296,215.355805243446,592499585.594238,195922.003442792,202011021453
3,27009,34,0,2937,Belews Creek,"",115.764385427307,115.764385427307,618093097.011353,191244.647442635,202011021453
4,27011,127,1,5411,Boonville,"",225.466642025504,234.70707817409,1489580093.86462,316910.589814884,202011021453
5,27012,574,16,28954,Clemmons,"",196.863991158389,198.245492850729,1176567385.86804,255774.303165276,202011021453
6,27013,135,4,6495,Cleveland,"",206.312548113934,207.852193995381,2066336247.98627,379169.285246239,202011021453
7,27014,11,0,957,Cooleemee,"",114.942528735632,114.942528735632,21479098.032959,22299.1178929161,202011021453
8,27016,24,0,1682,Danbury,"",142.68727705113,142.68727705113,1068209590.0686,211061.413302457,202011021453
9,27017,328,2,9499,Dobson,"",338.983050847458,345.299505211075,2962951682.04883,566348.974052304,202011021453
10,27018,178,2,8221,East Bend,"",208.003892470502,216.518671694441,2331567909.96985,255811.974556888,202011021453
11,27019,60,1,4234,Germanton,"",136.986301369863,141.709966934341,977414017.819214,270248.259734795,202011021453
12,27020,188,2,6104,Hamptonville,"",303.07994757536,307.994757536042,2114111622.36755,316969.486887135,202011021453
13,27021,266,1,17979,King,"",142.944546415262,147.9503865621,1469376476.14172,210392.900707099,202011021453
14,27022,21,0,1512,Lawsonville,"",138.888888888889,138.888888888889,918745327.278442,200803.000966771,202011021453
15,27023,215,2,12775,Lewisville,"",164.383561643836,168.297455968689,807172159.002075,183078.980128527,202011021453
16,27024,43,1,2683,Lowgap,"",152.81401416325,160.268356317555,1265827411.39758,278411.484773322,202011021453
17,27025,360,2,11117,Madison,"",318.431231447333,323.828370963389,2714649364.33142,468723.596670606,202011021453
18,27027,87,0,4017,Mayodan,"",206.621857107294,216.579536967886,548179131.574585,172371.363079245,202011021453
19,27028,592,5,28039,Mocksville,"",208.994614643889,211.134491244338,5475621774.30664,567238.136149725,202011021453
20,27030,990,16,37641,Mount Airy,"",252.650035865147,263.011078345421,4824085732.75671,624989.724929863,202011021453
21,27040,163,1,13150,Pfafftown,"",120.912547528517,123.954372623574,763349953.536133,205025.773716105,202011021453
22,27041,130,2,8020,Pilot Mountain,"",154.613466334165,162.094763092269,1629462738.40637,324677.141569035,202011021453
23,27042,21,1,720,Pine Hall,"",291.666666666667,291.666666666667,290758639.069458,113971.243586081,202011021453
24,27043,112,1,6442,Pinnacle,"",167.649798199317,173.859049984477,1935795027.06067,395674.180712496,202011021453
25,27045,224,3,9583,Rural Hall,"",231.660231660232,233.747260774288,666085549.25769,154538.589918543,202011021453
26,27046,34,1,1953,Sandy Ridge,"",174.091141833077,174.091141833077,1237681699.0647,217125.573744555,202011021453
27,27047,31,0,1279,Siloam,"",234.558248631744,242.376856919468,576295820.815674,144984.839113672,202011021453
28,27048,209,1,8902,Stoneville,"",222.421927656706,234.778701415412,2355000804.03674,325454.766660313,202011021453
29,27050,60,1,4084,Tobaccoville,"",144.466209598433,146.914789422135,703876500.567505,219088.1792708,202011021453
30,27051,148,2,8287,Walkertown,"",176.179558344395,178.592976951852,524680317.775635,151066.808563308,202011021453
31,27052,185,6,10061,Walnut Cove,"",179.902594175529,183.87834211311,2710320219.82117,403203.611044297,202011021453
32,27053,28,1,3156,Westfield,"",88.7198986058302,88.7198986058302,2152815477.55933,413464.446930882,202011021453
33,27054,59,0,2608,Woodleaf,"",222.39263803681,226.226993865031,778193820.583862,201172.963339102,202011021453
34,27055,483,2,14521,Yadkinville,"",318.848564148475,332.621720267199,3115987965.39453,403366.49229781,202011021453
35,27101,445,15,24321,Winston Salem,"",173.101434973891,182.969450269315,356085731.400146,162957.922513793,202011021453
36,27103,816,17,36071,Winston Salem,"",222.062044301516,226.220509550609,527249856.672729,146399.561156354,202011021453
37,27104,622,11,29383,Winston Salem,"",206.922370077936,211.687029915257,337669863.683838,130394.134288752,202011021453
38,27105,1262,9,40186,Winston Salem,"",310.058229234062,314.039715323745,950547784.577881,208375.813794777,202011021453
39,27106,1125,10,51378,Winston Salem,"",215.851142512359,218.965315893962,787324720.967285,203893.681115083,202011021453
40,27107,1455,16,52432,Winston Salem,"",274.259993896857,277.50228867867,1859279716.41162,319111.813640457,202011021453
41,27127,1021,7,38510,Winston Salem,"",259.4131394443,265.125941313944,820319160.873047,213438.375685158,202011021453
42,27157,13,0,5,Winston Salem,"",,,827769.094482422,4216.57245655308,202011021453
43,27203,957,21,21876,Asheboro,"",431.523130371183,437.46571585299,589408161.410522,188062.356665824,202011021453
44,27205,929,12,34549,Asheboro,"",262.815132131176,268.893455671655,6255653514.79199,588011.232518038,202011021453
45,27207,119,1,3806,Bear Creek,"",307.409353652128,312.664214398318,2300194678.82397,473699.237818467,202011021453
46,27208,51,0,1691,Bennett,"",301.596688350089,301.596688350089,1029479783.1405,215638.108979383,202011021453
47,27209,339,22,4151,Biscoe,"",811.852565646832,816.67068176343,1198089302.20734,259108.004034657,202011021453
48,27212,198,0,1600,Blanch,"",1237.5,1237.5,1328181375.12305,277007.39975067,202011021453
49,27214,223,1,11747,Browns Summit,"",186.43057801992,189.835702732613,1414533235.94788,324969.092830869,202011021453
50,27215,1126,15,44892,Burlington,"",245.92354985298,250.824200302949,1827823774.30115,298200.358945539,202011021453
51,27217,1871,48,39111,Burlington,"",475.825215412544,478.382040858071,3473433663.33496,513818.51476852,202011021453
52,27229,239,7,4014,Candor,"",592.924763328351,595.416043846537,2747739848.89313,367384.611313313,202011021453
53,27231,27,0,2048,Cedar Grove,"",131.8359375,131.8359375,987771348.581177,209108.769362036,202011021453
54,27233,45,1,3647,Climax,"",120.647107211407,123.389086920757,703252829.253662,187154.002103638,202011021453
55,27235,95,1,4575,Colfax,"",203.27868852459,207.650273224044,380654027.583252,148521.339190303,202011021453
56,27239,173,5,9629,Denton,"",173.434416865718,179.665593519576,4319759872.9696,429373.198159064,202011021453
57,27242,66,0,2668,Eagle Springs,"",247.376311844078,247.376311844078,1480408484.01825,321391.030328654,202011021453
58,27243,84,1,4665,Efland,"",180.064308681672,180.064308681672,1142332751.10315,311755.144165646,202011021453
59,27244,599,5,16259,Elon,"",345.654714312073,368.411341410911,1541989025.453,399696.340130384,202011021453
60,27248,91,3,4835,Franklinville,"",186.142709410548,188.210961737332,942909114.352783,215710.992817749,202011021453
61,27249,237,2,13355,Gibsonville,"",171.471359041557,177.461624859603,1679803774.77087,397477.611919868,202011021453
62,27252,21,1,2264,Goldston,"",92.756183745583,92.756183745583,1142470673.17163,220926.147155476,202011021453
63,27253,1120,15,31464,Graham,"",352.784134248665,355.962369692347,2351372927.78931,521476.969804177,202011021453
64,27258,187,3,7740,Haw River,"",239.018087855297,241.602067183463,473631125.268677,312686.877842211,202011021453
65,27260,709,16,25696,High Point,"",273.972602739726,275.918430884184,348441568.963501,133229.878739789,202011021453
66,27262,628,6,24764,High Point,"",250.363430786626,253.593926667743,368730084.700928,171087.864383377,202011021453
67,27263,642,10,22320,High Point,"",282.706093189964,287.634408602151,1121512604.52234,249658.228757679,202011021453
68,27265,1019,25,50038,High Point,"",201.047204124865,203.645229625485,1172957282.41284,307481.490778656,202011021453
69,27268,209,0,1695,High Point,"",1227.13864306785,1233.0383480826,2495618.64758301,8251.66869064816,202011021453
70,27278,456,1,27181,Hillsborough,"",165.924726831242,167.76424708436,2885765742.02771,502574.675043234,202011021453
71,27281,80,0,3710,Jackson Springs,"",212.938005390836,215.633423180593,2095606802.2608,479969.724586594,202011021453
72,27282,324,7,16597,Jamestown,"",190.998373199976,195.216002892089,404066994.873657,168803.970950205,202011021453
73,27283,55,1,2982,Julian,"",177.733065057009,184.439973172368,711286368.914917,161239.518798817,202011021453
74,27284,1177,13,56201,Kernersville,"",201.597836337432,209.426878525293,2233069317.10205,420748.080109325,202011021453
75,27288,625,6,23585,Eden,"",253.12698749205,264.99894000424,1951079100.05676,304615.616752016,202011021453
76,27291,43,0,1538,Leasburg,"",279.583875162549,279.583875162549,1492904663.44434,314720.365319101,202011021453
77,27292,923,7,41465,Lexington,"",218.256360786205,222.597371276981,4270233445.18579,407599.915340798,202011021453
78,27295,850,17,39191,Lexington,"",209.99719323314,216.88653007068,3631502180.53174,466742.919509858,202011021453
79,27298,193,0,10440,Liberty,"",181.992337164751,184.865900383142,2639148530.03284,431527.987760386,202011021453
80,27299,128,0,5254,Linwood,"",239.817282070803,243.623905595737,822543412.257813,203597.604040365,202011021453
81,27301,173,2,10019,Mc Leansville,"",165.685198123565,172.671923345643,900133716.655151,287107.537324028,202011021453
82,27302,619,0,32302,Mebane,"",189.77153117454,191.629001300229,3198656461.27478,644303.59427532,202011021453
83,27305,55,1,1585,Milton,"",334.384858044164,347.003154574133,687167820.539429,263836.485514183,202011021453
84,27306,202,6,5945,Mount Gilead,"",334.735071488646,339.781328847771,5305900334.83325,426306.558627535,202011021453
85,27310,138,1,8562,Oak Ridge,"",154.1695865452,161.177295024527,526240082.103149,140986.043049622,202011021453
86,27311,52,0,3220,Pelham,"",158.385093167702,161.490683229814,1338371966.32642,293760.993606137,202011021453
87,27312,295,23,22205,Pittsboro,"",131.051564962846,132.85296104481,5005768374.64233,617961.777569282,202011021453
88,27313,149,17,7288,Pleasant Garden,"",201.701427003293,204.445664105379,760352714.59021,181619.740165306,202011021453
89,27314,15,0,1138,Prospect Hill,"",131.810193321617,131.810193321617,773578280.842896,162162.976448062,202011021453
90,27315,28,0,2140,Providence,"",126.168224299065,130.841121495327,697810511.310425,179457.95829655,202011021453
91,27316,266,12,7156,Ramseur,"",368.921185019564,371.716042481833,1975410509.03577,278228.393914438,202011021453
92,27317,409,6,17851,Randleman,"",225.197467928968,229.118816873004,1700826686.43616,339539.515262609,202011021453
93,27320,708,9,38894,Reidsville,"",174.319946521314,182.033218491284,6966725984.64832,658218.836963247,202011021453
94,27325,273,2,7676,Robbins,"",355.653986451277,355.653986451277,2401051783.47894,409075.895347679,202011021453
95,27326,73,2,3692,Ruffin,"",176.056338028169,197.724810400867,1884156536.74561,359587.547530237,202011021453
96,27330,1365,16,39529,Sanford,"",340.509499354904,345.316097042678,6011213414.18433,528161.840140257,202011021453
97,27332,968,5,33549,Sanford,"",283.465975140839,288.533190259024,2996782209.29614,417113.164836099,202011021453
98,27340,,,34,Saxapahaw,Population <500 and Cases <5,,,694758.987792969,3852.87240074502,202011021453
99,27341,97,0,5820,Seagrove,"",159.79381443299,166.666666666667,2678433259.4787,311632.157547413,202011021453
100,27343,24,0,1840,Semora,"",125,130.434782608696,1390260353.39624,348769.311430722,202011021453
